title,company,location,description
Securities & Derivatives Associate Analyst-Hybrid,"Citigroup, Inc.","Sioux Falls, SD, USA","The **analyst** completes daily tasks related to reviewing, confirming, and settling the trading of ... Legal, **Finance** and HR; alongside having significant interaction with our external client base ..."
IT Financial Analyst-Senior,Independent Health,"Buffalo, NY",
Financial Analyst II,M&T Bank,"Buffalo, NY",
"Wholesale Credit Risk Senior Analyst, Funds - Officer",Citi,"Getzville, NY",
"Financial Analyst IV (Hybrid, Buffalo NY)",M&T Bank,"Buffalo, NY",
Program Budget Analyst,FTS Inc,"Buffalo, NY",
Senior Financial Analyst,Five Star Bank,"Buffalo, NY",
Securities & Derivatives Associate Analyst - Hybrid,Citi,"Getzville, NY",
Grant Program Budget Analyst,StaffBuffalo,"Buffalo, NY",
Market Operations Intermediate Analyst - Hybrid,Citi,"Getzville, NY",
Senior Financial Analyst,Kaleida Health,"Buffalo, NY",
Financial Analyst,Alkegen,"Buffalo, NY",
"Financial Analyst III - Controller (Hybrid, Buffalo NY)",M&T Bank,"Buffalo, NY",
Financial Analyst,"Great Lakes Integrated Network, Inc.","Buffalo, NY",
Financial Analyst III - Data Change Management,M&T Bank,"Buffalo, NY",
Funds Transfer Pricing Analyst - VP,Citi,"Getzville, NY",
Treasury Analyst,Elderwood/Pediatric/PostAcute/Woodmark,"Buffalo, NY, USA",The Senior Treasury **Analyst** works closely with the various **financial** departments and the facilities to communicate treasury processes and information. Skills/Competencies · Strong communication ...
Tax Billing Analyst,StaffBuffalo,"Buffalo, NY, USA","**Tax Billing Analyst**

Are you detail-oriented with a passion for real estate operations? Are you skilled at ensuring accuracy and efficiency in financial processes? If so, we have an exciting opportunity for you as a Tax Billing Analyst at a high volume Real Estate company!

As a Real Estate Tax Billing Analyst, you'll play a crucial role in our client’s financial processes, ensuring the accuracy and efficiency of their tax billing operations. Your role will involve analyzing and preparing detailed tax bills for tenants, providing exceptional support to clients, and maintaining strong relationships within our real estate community. With a competitive hourly pay range of $20- $26/hour, this full-time position offers amazing benefits, and an excellent opportunity for advancement and career development. Apply today!

This is an in person, on-site role in the WNY area.

**Responsibilities:**

* Analyze and prepare detailed tax bills for tenants, ensuring accuracy and compliance with regulations.
* Assist in processing real estate tax invoices and tracking assessment information for extensive portfolio of properties.
* Provide exceptional support to tenants, responding to inquiries and providing documentation to support billings and viewpoints.
* Review lease documentation to ensure accurate billing information and maintain strong tenant relationships.
* Utilize your exceptional organizational skills to scan invoices and perform data entry tasks with precision.
* Collaborate with a dynamic team of real estate professionals to drive success and innovation in operations.

**Qualifications:**

* 2+ years of experience in real estate operations or financial analysis.
* Proficiency in Microsoft Excel and other relevant software applications.
* Strong attention to detail and accuracy in financial processes.
* Excellent communication and interpersonal skills.
* Ability to work independently and collaboratively in a fast-paced environment.

The advertised pay range represents what we believe at the time of this job posting, that our client would be willing to pay for this position. Only in special circumstances, where a candidate has education, training, or experience that far exceeds the requirements for the position, would we consider paying higher than the stated range.

***It is a Job Seekers’ Market: Are you looking for an opportunity to join a growing company in an exciting field? Check the*** ***StaffBuffalo******Job Postings******, send in your*** ***resume*** ***today, schedule a*** ***virtual interview******, join*** ***Career Chats******, sign up for*** ***Job Notifications******, sign up for our*** ***Job Seeker Newsletter******, review our*** ***Job Seeker Resources******, and follow us on*** ***LinkedIn******,*** ***Facebook******,*** ***Instagram******,*** ***TikTok******,*** ***YouTube******, and*** ***Twitter******!***

*StaffBuffalo* *is focused on matchmaking candidates to their dream job! We work directly with Human Resources Departments and Hiring Managers to identify the best individuals for their organization. Throughout the process, our talented team of Recruiters and Talent Acquisition Specialists will be there every step of the way to guide you through applications, interviews, and job offers. We take the time to get to know you, your background, and your job needs to identify the best opportunities for you. We want to see our candidates thrive in their careers and truly value the relationships and connections we build with both candidates and clients in WNY.*

*First time working with a* *Recruiter**? No problem! We make the process as smooth and straightforward as possible. Communication is key – to get started, all we need from you is an updated resume and some time to chat. Our team will get to know and your future career goals. Throughout the process, we will provide resume feedback, schedule and prepare you for interviews, provide client feedback, and coach you through the offer stage.*

***StaffBuffalo*** *is an Equal Opportunity Employer and does not discriminate in employment on account of race, color, religion, national origin, citizenship status, ancestry, age, sex (including sexual harassment), sexual orientation, gender, gender identity or expression, marital status, physical or mental disability, military status, or unfavorable discharge from military service.*

#INDSBHIGH"
Supervisory Financial Systems Analyst,Internal Revenue Service,"Buffalo, NY, USA","This experience may have been gained through work experience as a project/program manager, team lead or project/program lead, technical advisor, or senior specialist/**analyst** that included managing ..."
Director of Finance,Northpointe Council,"Buffalo, NY, USA","The Director of Finance will oversee the administrative and fiscal functioning of Northpointe Council, Inc. The Director of Finance will manage accounting, payroll, budgeting, financial reporting, medical billing, and office management. The Director of Finance reports to the President/CEO of Northpointe Council, Inc.

**\*\*\*Resume, and cover letter with salary expectations required upon application\*\*\***

**RESPONSIBILITIES**

* Prepare the annual organizational and departmental budget for use with internal management and external parties, including NYS OASAS.
* Produce timely and accurate financial reports for NYS, the Board, management, and staff,
* Maintain the integrity and accuracy of the accounting system: review financial transactions and invoices and ensure the proper allocation of revenue and expenses to cost centers.
* Supervise the Accounting manager and the Billing Accountant to ensure timely accounts receivable, accounts payable, payroll, bank account and corporate credit card reconciliations.
* Overseen Outsourced medical billing functions and coordinate needs with Billing team.
* Assist with and coordinate the successful completion of the annual audit and submission of the 990, Char 500, as well as the CFR, Executive Order 38, and the Methadone Cost report.
* Manage office administration matters such office leases, contracts, equipment, cleaning, and repairs.
* Continually improve financial, and administrative processes, systems, and data flows
* Manage organization’s relationship with fiscal consultants.
* Review and approve grant budgets, contracts, grant reporting, and monitor adherence to grant restrictions.
* Serve on organization's senior management team.

**EDUCATIONAL AND EXPERIENCE REQUIREMENTS**

* Bachelor’s degree in Accounting, Business, or a related field. Master’s degree preferred.
* 5+ years of progressive accounting experience
* Accounting experience with non-profit organizations, preferably in dynamic and fast-growing environments
* Demonstrated leadership skills with at least 2 years of management experience
* Excellent Excel skills and adept with other Microsoft Office software
* Working knowledge of grant management and government contracts
* Thorough knowledge of Excel and Accounting software preferred.
* Knowledge of Medical Billing functions preferred.

**OTHER QUALIFICATIONS**

* Strong understanding of best practices in financial management.
* Interested in Northpointe’s mission and sensitive to the people Northpointe serves.
* Ability to set clear priorities, delegate, and guide investment in people and systems
* Careful, thorough, and very attentive to detail
* Keen analytic, strategic and problem-solving skills that support and enable sound decision-making
* Energetic, flexible, collaborative, and proactive team player
* Excellent communication and relationship-building skills
* Vision for excellence in the implementation of finance/administrative systems in support of the mission and work of the organization
* Ability to communicate financial information to various stakeholder groups, including auditors, NP leadership, and program staff

**APPLICATION PROCESS**

Please apply electronically. Phone inquiries will not be taken prior to the submission of an application. Please include the following in application submissions:

* Cover Letter explaining salary requirements and interest in this specific position
* Current Resume

**Closing Date:** Open until filled; to be filled as soon as possible

**Summary of Benefits for Full- time Employee**

* **35**-hour full time work week
* 10 paid holidays + 2 Floating Holidays
* Company paid life insurance
* Health Insurance: Independent Health choice of 2 policies
* Guardian Dental
* FSA Flexible Spending account
* HRA Health Reimbursement account
* Professional development assistance
* 403b with up to 7% contribution upon qualification
* Vacation: 70 hours first year, increases on yearly basis
* Sick time: 63 hours per year
* Personal time: 21 hours per year
* EAP Employee Assistance Program

Northpointe Council, Inc complies with all State and Federal Labor Standards & Guidelines including, but not limited to:

FMLA: Family and Medical Leave Act | U.S. Department of Labor (dol.gov)

EEOC Home | U.S. Equal Employment Opportunity Commission (eeoc.gov)

EPPA: Employee Polygraph Protection Act | U.S. Department of Labor (dol.gov)

USERRA: Know Your Rights | U.S. Department of Labor (dol.gov)"
"Financial Analyst II - Sox Compliance (Hybrid - Buffalo, NY)",M&T Bank,"Buffalo, NY, USA",The **analyst** will be responsible with performing activities related to the organization's compliance with the Sarbanes Oxley (SOX) Act. This includes the execution and review of **financial** controls ...
Staff Accountant,DG Partnership,"Buffalo, NY, USA","**Staff Accountant – $50 - $60k pa – Buffalo, NY**

**The Role**

Are you proficient in managing accounts payable and receivable functions with precision? Do you possess the necessary experience to oversee month-end and year-end accounting closings efficiently? If so, we have an exciting opportunity for you.

As a Staff Accountant, the successful candidate will play a crucial role in maintaining the financial health and integrity of our organisation. Your responsibilities will encompass a wide range of accounting tasks, requiring attention to detail, strong analytical skills, and the ability to collaborate effectively with colleagues across various departments.

**Key Responsibilities:**

* Manage accounts payable and receivable functions.
* Oversee month-end and year-end accounting closings.
* Prepare monthly financial statements and reports.
* Reconcile bank account balances accurately.
* Maintain documented accounting policies and procedures.
* Handle banking relationships efficiently.
* Provide support to offsite Accountants as required.
* Respond to client inquiries regarding invoices and payments.
* Correspond with past due accounts for collections.
* Gather credit information for new account approvals.

**The Person**

* Prior experience with Microsoft Dynamics NAV preferred.
* BS in Accounting preferred.
* Three to five years of full charge accounting experience.
* Ability to multi-task and strong attention to detail.
* Proficient with MS Office including Word. Outlook and Excel.
* Must have the ability to prepare journal entries to facilitate the completion of monthly consolidated financial statements as well as perform accounting analysis.
* Excellent verbal and written communication skills.

If the thought of joining this exciting, forward-thinking company and taking the next step in your career sounds appealing to you, then please click the apply now button to find out more.

#ecruit"
Finance Analyst,Opticall BPO,"Buffalo, NY, USA","**I. Summary/Objective:** 

Our finance analysts are in charge of the final product which are Financial Statements. In this role we also provide analysis of the different transactions from the Company like sales, cost of goods sold, inventory, payroll, rent, loans, taxes, and fixed assets. We also prepare some forecasting on these types of accounts. In addition to this, we lead Franchise accounting, we coordinate the billing cycles, cash requirements, NSO requirements.

**II. Responsibilities:** 

* 
Rents

* 
Manage & Register leases agreements portfolio in Visual Lease

* 
Reconcile & Schedule monthly payments related to each location leases

* 
Keep track of lease agreements renewals, and compliance of Landlords and tenants obligations

* 
Active & Constant communication with landlords.

* 
Fixed Assets

* 
Review and Prepare NSO COGS Recognition against NSO Budget per each new store open (Corporate Opening)

* 
Keep updating and reconciling Fixed Assets modules and run monthly depreciation. (Additions, Transfers, etc)

* 
Register and track all disposals of fixed assets.

* 
Weekly cash plan updates & requests (Rent, Sales Tax, Property Tax, and Personal Tax)

* 
Taxes

* 
Register and follow up sales taxes permits and rates in all states.

* 
Review and process monthly tax returns prepared by SOVOS and make sure all the company liabilities are current.

* 
Register and fill out forms for Property and Personal Tax obligations per state.

* 
Prepare monthly accruals based on last tax obligations and request payments to the counties as needed.

* 
Register & Renew Business License for all retail locations (Follow up on every store)

* 
Prepare and send weekly ZOHO expenses reports to Operations.

* 
Register new users in the ZOHO app.

* 
Payroll

* 
Register in the accounting books all transactions related to payroll that are coming from ADP's portal ensuring compliance with the accounting standard & budget.

* 
Prepare weekly reconciliation from payroll liabilities and expenses against payments.

* 
Prepare and register weekly Payroll Accrual

* 
Follow Up and Register Payroll Tax ID per state.

* 
Inventory & COGS

* 
Reconcile inventory stock balances of frames and lenses against accounting book balance.

* 
Follow up and register all the new/ in-transit purchases of inventory frames and lenses.

* 
Prepare monthly unit cost analysis and update values in our POS systems as required.

* 
Prepare closing adjustments entries that express accurately the account balance of inventory and Cost.

* 
Daily Update of distributions centers stock rollforward.

* 
Franchise BIlling

* 
Prepare and reconcile franchise operation bank accounts.

* 
Collect and register franchise payments (NSO & weekly invoices).

* 
Prepare and register weekly Franchise Invoicing (Invoices, Credit Memos, etc)

* 
Create and send NSO quotations every time a new franchise location is signed.

* 
Review and Prepare NSO COGS Recognition against NSO Budget per each new store open (Franchise Opening)

* 
Franchise inquiries follow up

* 
Financial Statements & General Accounting

* 
Daily Review of Sales and COGS posting and reconciliation.

* 
Review the monthly deferred revenue, estimations, and other entries related to company revenue posting and reporting.

* 
Register monthly Bank Fees per location and company.

* 
Prepare & Register Month-end adjustments

* 
Perform a general accounting review to make sure all the revenue, cost, expenses, etc are booked properly.

* 
Prepare Monthly Financial package reports (General Accounting and Franchise)

* 
Prepare audit requirements (banks, auditors, and tax entities)

* 
Propose new initiatives to improve the operative accounting/finance process and submit them to the Finance Coordinator for consideration and approval.

* 
Support the Finance Finance Coordinator in other related duties under the department responsibilities. (Projects & Open items)

* 
Generate other financial reporting information required by the company management.

* 
Other duties related to Finance.


**III. Education and Experience:** 

? Bachelor's degree in Public Accounting or Finance

? +2 year experience in Accounting, Internal or External Audit

**IV. Required Skills:** 

? Strong verbal communication skills, organizational skills, and detail-oriented, multi-tasking skills.

? High level of interpersonal skills to handle sensitive and confidential situations and documentation.

? Computer Knowledge - Proficient with PC applications and systems (e.g. Email, Chat, IM, Word, Powerpoint) required.

? Advanced English level.

?Intermediate/Advanced Excel

? Ethical Conduct.

? Multitasking and time-management skills, with the ability to execute tasks efficiently

? Hands-on attitude with the desire to improve our work environment.

? Reporting and Financial Statements knowledge

? US GAAP knowledge is a plus"
Financial Professional / Financial Advisor,MassMutual New York State,"Buffalo, NY, USA","As a Financial Professional with MassMutual New York State you will guide individuals, families and businesses into the financial future they desire by utilizing our expansive insurance and financial product lines. You will be given the flexibility to build your own practice while receiving support and guidance from our firm's exceptional network of financial specialists, training programs and mentors.

**Requirements:**

* Candidate must be an excellent communicator with strong verbal and written skills
* Prior sales and/or business experience preferred
* Entrepreneurial mindset
* Strong desire to help others
* A strong network and active in the community

**Benefits of working with us:**

* Build their career with significant income potential
* Compensation you control and a competitive benefits package
* Personalized and comprehensive training and support
* A culture that promotes diversity, teamwork, work/life balance, recognition and rewards"
Systems & Procedures Analyst,Veterans Health Administration,"Buffalo, NY, USA","The Systems & Procedures **Analyst** position is located at the VAMC Syracuse, NY and organizationally aligned to Network 2 **Financial** Operations. The incumbent is a member of the team responsible for ..."
Financial Analyst,"Great Lakes Integrated Network, Inc.","Buffalo, NY, USA","**Position Summary**

The **Financial Analyst** will provide analytic support for all provider and payer contracting, value-based reimbursement design, modeling, and verification, as well as updating and creating reporting for groups in GLIN  


**Duties and Responsibilities** (*including but not limited to*) 

* Support, and at times lead, special projects and ongoing performance improvement, growth, and population health initiatives across the enterprise
* Conduct analyses that deliver effective decision-making support by analyzing complex financial information, forecasting business, industry, and economic conditions, and presenting implications and innovative solutions to senior management
* Design and develop analytic models using Excel and Tableau for value-based reimbursement programs both with payers and providers, across multiple business lines, including Commercial, Medicare Advantage, Medicaid, and Government Programs
* Creates and implements methodology using multiple techniques to forecast the financial performance of value-based contracts. This can include probability and statistics or actuarial techniques
* Develop and foster internal relationships across the corporation. Provide analytic and consultative support to a broad spectrum of internal customer areas and external business partners.
* Provide reasoning for variances and make recommendations relative to the accounting of reserves, assets, and expenditures.
* Provides analytical support for value-based programs, including independently monitoring/measuring the performance of the initiatives by leveraging utilization, financial, clinical, and benchmark data from multiple internal and external sources. Will perform analysis, summarize results, and oversee value-based payments

**Qualifications or Education, Training, and Experience**

* Education: Bachelor’s degree in mathematics, actuarial, finance, business or related field or comparable work experience, with an analytical/quantitative, healthcare, business or technical focus
* Minimum of two years’ experience in financial/actuarial or other types of analytical modeling role
* Minimum of one year experience in a healthcare or health insurance setting.

**Knowledge, Skills, and Abilities:**

* Excellent communication skills, including presentation of complex topics, written, and oral communication
* Must be skilled in Microsoft suite:
+ **Excel – Proficient**
+ **PowerPoint – Proficient**
+ **Word – Proficient**

* Analytical
* Problem-solving
* Project management
* Interpersonal
* Business acumen
* Strategic thinking
* Initiative
* Innovation
* Judgement

We offer an outstanding benefits package including health, dental, 401K, vacation, and PTO, as well as a great working environment.

Pay range $65,000 to $90,000 

The referenced pay range represents the minimum and maximum compensation for this job. Individual annual salaries/hourly rates will be set within job’s compensation range, and will be determined by considering factors including, but not limited to market data, education, experience, qualifications, expertise of the individual, and internal equity considerations.

**Equal Employment** 

Our culture encourages individual development, embraces an inclusive environment, rewards innovative excellence, and leads New York in provider and patient satisfaction. Great Lakes Integrated Network (GLIN) values diversity, inclusion, and equity as matters of fairness and effectiveness*.* We are committed to hiring and retaining a staff that reflects the diversity of the communities we serve, fostering an inclusive working environment where staff of all backgrounds feels welcomed and engaged*.* 

**Great Lakes Integrated Network is an Equal Opportunity Employer**"
Director of Accounting & Finance - For ADS only,CPS Recruitment,"North Tonawanda, NY, USA","**Director of Accounting & Finance**  
  
Our client in the **Buffalo, NY** area is seeking an experienced **Director of Accounting & Finance.**  
  
**Salary:** $125,000 base + 25% annual bonus = $155,000+ total comp  
  
**Responsibilities and Duties:*** Serve as a financial advisor to the CEO and executive team for strategic planning purposes
* Oversee all sides of accounting operations, including payables, receivables, payroll, and tax preparation assistance with external auditors
* Develop appropriate tracking methods for revenue and expenses.
* Oversee development, oversight, and management of the organization’s investment plan
* Lead and manage the budgeting process
* Gather financial data for analysis and forecasting with respect to profits, trends, costs, and compliance
* Coordinate the preparation of annual, quarterly, and monthly reports
* Manage insurance coverage for the organization, including compliance
* Process the financial activities of an organization to maximize a company’s profits and plan for its growth
* Ensure a company complies with tax laws and regulations specific to that industry
* Develop and oversee company cycle counting process and annual physical Inventory
* Develop annual company cost plan and set direct labor and manufacturing standards. Validate company product cost/margin reporting
* Participate in annual year end close and rollover of report templates to new year.
* Work closely with company’s external auditing team to ensure GAAP compliance
* Maintain company Cap-X depreciation and amortization schedules
* Validate SAP transactional (system) data for accuracy.
* Enhance & monitor financial internal controls
* Take ownership from an accounting perspective with regards to any acquisitions the company makes
* Own all aspects of Finance operations, including:
+ Regular financial reporting (e.g. preparing monthly, quarterly, and annual financial statements), forecasts, planning, budgeting, financial analysis, cash management, and procurement
+ Timely and accurately provide reporting of financial information to internal parties, government regulators and outside agencies
+ Audit and improve productivity and effectiveness of current cross team processes
+ Partner with the CEO to support corporate finance activities, including venture capital fundraising
+ Manage and supervise all AR/AP cycles with external partners and customers - including the implementation of accounting and billing systems and controls
+ Keep careful tabs on regular transactions, investments and any business deals that affect the bottom line.
+ Conduct regular audits of expenditures, assets and liabilities
+ Monitor transactions
+ Prepare financial reports
+ Participate in monthly financial close with controller.
+ Review all month end SAP downloads (reports) for deviations from norm and report to applicable manager.
+ Ensure balance sheet reconciliation of GL accounts and working capital reporting.

  
**Qualifications:*** Bachelor’s Degree in finance or accounting
* Five to ten years of managerial experience, preferably in a manufacturing setting
* Certifications such as CPA, CFA, and CMA are preferred
* Analytical skills
* Attention to detail
* Critical thinking
* Computation skills
* Leadership abilities
* Excellent oral and written communication skills
* Demonstrated skills with using Microsoft Excel and power point.

  
**Benefits:**  
To apply for this role, please submit your resume to wnyjobs@cpsrecruiter.com today!  
  
#WNY123  
#WNY24z"
Financial Analyst,Alkegen,"Buffalo, NY, USA",Create Ad-Hoc **Analyses** to support WNY Plant Controller in reviewing trends and performance Required Qualifications: \* Bachelor's degree in **finance** or accounting required \* 1-2 years of relevant ...
"Senior Financial Analyst, Commercial",Flexport,"Bellevue, NY, USA","The Opportunity: Sr. **Finance** **Analyst**, North America Commercial **Finance** The Senior **Financial** **Analyst** will act as the de-facto P&L owner (CFO / COO) for a given region within the United States (South ..."
KYC Analyst,"Global Channel Management, Inc.","Buffalo, NY, USA","Account opening Account documentation review **Financial** institution Excel, Word Speaks reads/writes Spanish KYC **Analyst** duties include: **Analysis** of accounts and client information according to ..."
Financial Lead Analyst,RA,"Buffalo, NY, USA","**Financial** Lead **Analyst** Job Location: Buffalo, NY Job Level: Senior Level About the Employer: They are specialized in Investment, Banking, Wealth Management, Credit Cards, Private Equity, Capital ..."
Decision Support Financial Analyst Remote,Trinity Health,"Newtown Square, PA",
Senior Financial Analyst,Roxborough Memorial Hospital | Philadelphia,"Philadelphia, PA",
Investment Analyst,"Essent Guaranty, Inc.","Radnor, PA",
Senior Financial Business Analyst,Confidential,"Philadelphia, PA",
Financial Analyst- EST Remote,Amplity Health,"Philadelphia, PA",
Senior Financial Analyst,SolomonEdwards,"Camden, NJ",
Financial Analyst,The School District Of Philadelphia,"Philadelphia, PA",
Strategic Finance Manager / Analyst,Real Good Foods Company,"Cherry Hill, NJ",
Financial Risk Analyst,Community Behavioral Health.,"Philadelphia, PA",
Financial Analyst - Manufacturing,Johnson Matthey,"Devon, PA",
Investment Analyst-Series 7 Needed!,Mid-Large Asset Manager,"Philadelphia, PA",
Financial Planning Analyst II,Independence Blue Cross,"Philadelphia, PA",
"Financial Analyst Accounting - Bensalem, PA",Hadco Metal Trading Co LLC,"Bensalem, PA",
Sr. Real Estate Financial Analyst,Confidential,"Philadelphia, PA",
Financial Analyst (NetSuite),SuiteSource,"Philadelphia, PA",
Financial Analyst,Monolithic Power Systems,"Glendora, NJ, USA","**Reporting to:** Europe Controller

  


**Job Summary:**

 Monolithic Power Systems (MPS) provides power circuits for systems found in cloud computing , telecom infrastructure , automotive , industrial and consumer applications

MPS is seeking an energetic, efficient, self-motivated and resourceful team player to be a member of its accounting staff supporting our European subsidiaries.

The Accountant reports to Europe Controller and will be based in Barcelona, Spain.

**RESPONSIBILITIES:**

Analysis and reconciliation of G/L accounts mainly Accounts Receivable module for all subsidiaries of European region.

Preparation of monthly journal entries and quarterly reconciliation process and audit ad-hoc requests.

Ensure that foreign currency transactions and accounts are correctly accounted for and manage foreign currency exposure

Assists with SEC and ESG information managing and reporting 

Interface within company departments: Sales/Commercial, Finance, Admin, legal and External parties.

Support in optimizing processes according to Corporate policies

Support for ad hoc projects as assigned.

**QUALIFICATIONS:**

BS/BA or technical degree in accounting, administration or related field

Accounting/Admin. knowledge with 1-3 years’ experience 

Intermediate knowledge of Excel. 

Fluent in Spanish and English (C1) (other EU language is a +)

Excellent communication skills and highly customer-oriented mindset

Dynamic, self-enthusiastic and team player

Excellent analytical and organization skills."
Financial Policy Analyst,Veterans Benefits Administration,"Philadelphia, PA, USA","... **financial** statements, cost reports, and balance sheets. \* Maintaining an organization budget for staff expenditures. \* Providing accounting **analysis** and advice to senior management officials"
FP&A Analyst - Virtual/Remote,Enumerate,"Philadelphia, PA, USA","Enumerate needs a **Financial Planning & Analysis Analyst** for our rapidly growing team!Enumerate has grown rapidly through acquisitions and is backed by a leading Boston-based private equity firm. We expect to continue with strategic acquisitions while diversifying our product offerings to include payments-related services for its core HOA customer base.  
  
In this role, you’ll be responsible for budgeting and forecasting as well as the development and delivery of actionable and insightful analyses of both retrospective trends (actual v. planned) and prospective opportunities. Our growth objectives make it critical that we establish reporting, budgeting, and forecasting and analytical models and processes that will enable the company to scale. You will have a leading role in identifying, implementing, and improving upon these core requirements.  
  
You will work closely with multiple teams across the company, providing leaders with an understanding of key performance drivers and how business decisions impact the company’s financial prospects. This role reports to the CFO and will partner closely with the accounting team. Salary range is $75-85k, depending on experience. This position is remote eligible, with a preference for candidates in CST/EST. **Who will love this job**  
* Someone who is a critical thinker with a meticulous approach, high initiative, and the ability to explain financial concepts in “plain English” to non-financial stakeholders

**You should have*** Required: 2+ years of experience in financial analysis, either within a corporate Finance, FP&A function, or within investment banking, commercial banking, or private equity.
* Required: Bachelors in Accounting, Finance, Economics, or other highly quantitative discipline.
* Required: Experience with SaaS (or subscription) revenue recognition, including familiarity with standard SaaS metrics/ KPIs.
* Fluency in O365- especially Excel, PowerPoint, and SharePoint.
* Strong financial modeling skills in Excel including a working knowledge of 3 statement models.
* Ability to both identify and communicate high level concepts and observations while also being able to roll up your sleeves and dive into the details.
* Patience, tact, and a good sense of humor - ability to work effectively and amicably with remote teams across the organization
* Authorized to work in the US without sponsorship.
* Travel of 5% expected for quarterly team meetings.
* Ability to work in the US without sponsorship.
  
**Culture**  
**Why Enumerate**  
  
Our team is changing the face of the HOA Property Technology space as a trusted industry leader for over 30 years. Today, our products enable over 1,500 of the highest-caliber property management companies in the world to grow and protect their organizations. We are a five-time winner of FLCAJ’s Readers Choice Awards for our solutions and support.  
  
Our approach to work is proactive, collaborative, and committed and our team of 140+ are truly passionate about creating a best-run company internally just as we create best-run Property Management Companies for our customers. Learn about our Core Values here.  
  
We offer a full slate of benefits, including competitive salaries, medical (including a $0 option for employees), dental, vision, life and disability coverage, paid vacation, paid holidays, tuition reimbursement, $1,000 employee referral program and a 401(k) plan. When possible, we also like to offer fun in-person perks like pet-friendly offices, paid food trucks and company outings."
Financial Analyst- EST Remote,Amplity Health,"Philadelphia, PA, USA","Job Summary The **Financial** **Analyst** is a key contributor of the Amplity **Finance** team, with a focus on creating value and long-term success for Amplity through contributing to client **finance**, client ..."
Financial Analyst,GRAYHAWK HEALTH INC,"Malvern, PA, USA","**Job Summary:**

We are seeking a detail-oriented and analytical Financial Analyst to join our dynamic team at GrayHawk Health, a leading force in the healthcare startup sector. The ideal candidate will play a crucial role in supporting our financial planning and operations, ensuring optimal financial health and sustainable growth. This position offers the opportunity to contribute to the development and implementation of innovative financial strategies within the rapidly evolving healthcare sector.

**Key Responsibilities:**

- Conduct detailed cash flow forecasting to predict our financial trajectory and identify potential shortfalls or opportunities.  
- Perform comprehensive financial analysis to support decision-making processes, including profitability analysis, cost-benefit analysis, and scenario planning.  
- Maintain accurate financial coding for all transactions, ensuring alignment with our Accounting System and compliance with accounting principles.  
- Assist with analyzing financial statements monthly and report on variances.  
- Manage the approval process for financial expenses in the vendor management system and credit card transactions, ensuring they align with budget allocations and financial policies.  
- Assist in the budgeting process.  
- Document financial policies and procedures, ensuring they are up-to-date, comprehensive, and in compliance with regulatory standards.  
- Update and maintain the financial model to reflect current operations and forecasts, aiding in strategic planning and investor relations.  
- Collaborate with different departments to gather financial data and insights, facilitating cross-functional understanding and financial efficiency.  
- Provide recommendations to improve financial performance and operational efficiency based on analytical findings.  
- Assist in the preparation of financial reports to management, highlighting trends, challenges, and opportunities.  
- Perform other duties as required or requested.

**Qualifications:**

- Bachelor’s degree in finance or accounting.  
- 4-6 years of experience in financial analysis, preferably within the healthcare sector or a startup environment.  
- Demonstrated excellence in financial modelling, forecasting and analysis.  
- Advanced knowledge of excel and QuickBooks.  
- Strong analytical and critical thinking skills, with the ability to interpret large amounts of data and multitask.  
- Exceptional knowledge of financial modeling techniques, financial accounting principles, and cash flow analysis.  
- Proficiency in financial software and Microsoft Office Suite, especially Excel.  
- Exceptional attention to detail and accuracy.  
- Strong communication skills, both written and verbal, with the ability to present complex financial information in a clear and concise manner.  
- Proactive and self-motivated, with a strong sense of responsibility and the ability to work independently as well as part of a team.

**What We Offer:**

- The opportunity to be a part of a pioneering healthcare startup making a real difference in the industry.  
- A creative, supportive, and energetic workplace culture that encourages both personal and professional development.  
- Competitive salary and benefits package.  
- Hybrid Work Model: Flexibility to work both remotely and in -office, accommodating a balance between personal and professional life, fostering a productive and happy work environment.

If you are passionate about finance and looking to make a significant impact in the healthcare industry, we would love to hear from you. Join us in our mission to revolutionize healthcare through innovation and dedication."
