title,company,location,description
Attorney - Litigation,"Davis Miles McGuire Gardner, PLLC.","Albuquerque, NM, USA","Davis Miles is one of the top-ranked law firms in Arizona, New Mexico and Utah. We’ve built a highly innovative legal team driven by excellence, accountability, integrity, respect and teamwork.

We are seeking an attorney with 3-5 years’ experience in civil litigation, probate, and landlord tenant law. The ideal candidate will have a moderate portable book of business, motivated to expand their practice and has strong academic and excellent professional credentials. 

Qualifications:

· JD degree

· Active member in good standing with the New Mexico State Bar

· 3-5 years litigation experience

· Civil/Probate/Landlord Tenant law a plus

· Strong experience with motions, discovery disputes, depositions, and making court appearances

* Exceptional analytical and problem-solving skills, strong attention to detail, organization skills, and dependable work ethic.

Experience:

· Litigation 3-5 years (Preferred)

License:

· Active member of the New Mexico State Bar (Required)"
**Senior HVAC Service Technician-SIGN ON BONUS**,Modigent,"Albuquerque, NM, USA","**Service Technician III** 

**JOB DUTIES / GENERAL REQUIREMENTS:**   
The Service Technician III has required accreditations including EPA certification and generally has more than 5 years’ experience in the field of HVAC service and repair. A successful Service Technician III is able to work independently while performing full maintenance and service on a wide variety of commercial air-conditioning equipment.  
  
Duties include the following:

* Service products and equipment from 1 ton mini splits to 50 ton package units, boilers, chillers, control valves, heat exchangers & evaporative coolers on assigned projects, ensuring customer satisfaction by identifying, analyzing, diagnosing and repairing equipment and systems at customer’s location.
* Uses cutting edge software and technology, along with a variety of hand-tools, following blueprints or engineering specifications, to diagnose and repair units.
* Provide all information from each service call to the dispatcher before leaving job site and document work by accurately completing paperwork and maintaining files.
* Expand business by discussing service opportunities with account salespersons.
* Continually enforces safety to the highest standards and maintains security and accountability of company issued and procured assets by recording use, wear and conditions.
* Displays team effort and dedication to customer by maintaining flexibility to work overtime, on-call rotation and weekends as the business requires, including occasional overnight stays.
* Must have a good driving record and possess a valid driver's license and EPA license.
* Ability to frequently lift 30lbs and occasionally lift 50lbs
* Must be able to pass a background check and drug test."
Social & Health Equity Navigator- New Mexico,Molina Healthcare,"Albuquerque, NM, USA","... **analyze**, and report data metrics, and ensure these cost-effective services are provided to members ... Identify local and national resources to facilitate staff, **business** owners, and department ..."
"Analyst II, Business Devel",Employee Resources - Chenega,"Albuquerque, NM, USA","The **Business** **Analyst** will provide software quality assurance, quality control, and testing to support the CATS (Clearance Action Tracking System) Application. In this role, the **Business** **Analyst** will ..."
10K Sign ON Bonus - Board Certified Behavior Analyst (Bcba),Centria Autism,"Albuquerque, NM, USA","Centria Autism is the largest provider of Applied Behavior Analysis (ABA) for children with Autism Spectrum Disorder (ASD) across the state of Michigan, with services in 13 other states. Our mission is to help every child living with autism to develop, pursue and achieve their own goals and dreams through high-quality ABA Therapy and support. 

  
**Who we are looking for**

Centria is looking to hire compassionate, professional, and flexible clinicians to support individuals with various needs. Ideal candidates are independent, forward-thinking, and solution-oriented individuals who are passionate about both the science of behavior and the families we serve.

**Role Highlights**

* Receive one-of-a-kind Supervising Clinician Mentorships from our dedicated Clinical Excellence Team.
* Innovative ABA-based assessment and treatment practices, including but not limited to Practical Functional Assessment and Skills-Based Treatment.
* Comprehensive Treatment Package and Framework to support a family-directed treatment plans.
* Opportunities for career development and advanced training.
* Dedicated clinician-led data collection software that provides prediction models to ensure successful clinical outcomes.

 **Why work for Centria?**

* Company-wide shift towards child-informed therapy with the use of PFA/SBT that includes 1-on-1 mentorship program, with continued training and special case support starting at onboarding
* Yearly tropical vacation (after one year) for the employee +1 (all inclusive - airfare, lodging, drinks/food)
* Competitive salary and benefits, including a 401k with match and quarterly bonus plan.
* Fast-growing organization with career paths to become a Lead, Clinical Director, or Area Vice President.
* Company car for in-home clinicians after 6 months of employment
* Innovating ABA services with state-of-the art therapy applications.
* Dedicated Support Center to assist you and your technicians with the resolution of administrative issues.
* Access to hundreds of retail and service discounts, including pet insurance.

**Benefits**

* $1500 annual CEU reimbursement
* Free Centria-hosted quarterly CEU events
* Company laptop issued for business and personal use and $35 cell phone reimbursement
* 401K with 4% employer match
* Monthly Bonus
* Health, dental and vision benefits, 15 days PTO, 7 paid holidays
* $100 per quarter for office supplies, Per client stipend for supplies each quarter, $10/month for each client to purchase supplies as needed

**Centria Clinical Values**

Centria Clinical Values include the “Foundational Values” and “Transformative Values”. Each is interconnected and represent our core values as well as where our services are oriented towards to achieve outcomes.

 **Foundational Values**

* Safe
* Client-centered
* Dignified

 **Transformative Values**

* Prioritized
* Evidence-based
* Embrace every moment

**Position Summary**

The Supervising Clinician will provide support to individuals and their families by coordinating and providing Applied Behavior Analysis, function analyses and assessment, behavior acquisition and reduction procedures, and adaptive life skills. This position is considered a leadership role within Centria. The ideal candidate will develop a client’s treatment plans and supervise Behavior Technicians to implement such programs. Behavior Technicians will rely on their BCBA to assist them in overcoming challenges and answering questions about their day-to-day client interactions. Solid communication skills and openness to feedback are necessary. The Supervising Clinician should be organized and self-sufficient to perform in this role successfully.

Success measures include clinical outcomes, client retention, behavior technician engagement and retention, and overall team performance.  
  
 **Essential Responsibilities**

Activities include but are not limited to:

* Provide clinical oversight to clientele to drive compliance and retention to achieve optimal outcomes.
* Train, manage, and retain a team of Behavior Technicians who directly report to the Supervising Clinician.
* Engage parents in ABA therapy to improve client outcomes
* Develop child-specific behavior plans in accordance with the principles of ABA therapy.
* Attend corporate meetings and training as scheduled.
* Provide supervision for staff seeking board certification in behavior analysis or registered behavior technician.
* Promote the growth of Centria’s mission and values and assist in the pursuit of collaborative opportunities within the field and the community.
* Demonstrate commitment to the families we support.
* Promote the growth of Centria Healthcare and assist in the pursuit of business opportunities.
* Develop own professional skill through participation in continued education, advanced trainings, and mentorship provided by Centria.

**Pay Rate: $80,000 - $112,000**

**Working Conditions**

* Centria's office hours are Monday through Friday from 8:00 am – 6:00 pm, with primary hours conducted after school hours (3:00 pm – 8:00 pm).
* The work location varies on a case-by-case basis and can include the client's home, a company facility, or  
community.
* Additional time or flex schedules may be required to complete the above work or meet company objectives.

**Physical Requirements:**

While performing the duties of this job, the team member may be exposed to a client who exhibits physically aggressive behavior, which can include kicking, pinching, punching, biting, etc. The team member may have to use appropriate behavior management techniques with a client under such circumstances. Such a response requires agility, quick reflexes, and the ability to use physically evasive movement. The team member will be required to stand, walk, sit, grasp, reach, bend, kneel, crouch, squat, hear, type, and write. The team member will also be exposed to normal office conditions and usual office equipment such as phone, computer, copiers, files, etc. The team member must be able to independently push, pull, lift, move, and carry objects weighing up to thirty-five (35) lbs. Specific vision abilities required by this job include near, far, and field of vision.

*We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race,* *religion, color, national origin, gender, sexual orientation, age, marital status, Veteran status, or disability status. This job* *description is not intended to be an exhaustive list of qualifications, skills, efforts, duties, responsibilities, or working* *conditions associated with the position. Centria reserves the right to amend this job description at any time, with or without* *written notice.*"
Senior Business Analyst - Remote Eligible,Presbyterian Healthcare Services,"Albuquerque, NM, USA",Now hiring a Senior **Business** **Analyst**! Summary: Formulates and defines systems scope and objectives based on both user needs and a good understanding of applicable **business** systems and industry ...
Modeling and Simulation Analyst,"DTC, LLC","Albuquerque, NM, USA","DTC, LLC has an immediate opening for a Modelling and Simulation Analyst to support military utility assessments (MUA), studies, analyses, and wargames of directed energy concepts. Our team members will work in a collaborative environment to develop conceptual models, analyze and assess technical capabilities, and produce the knowledge required to support the evaluation of the concept’s strategic military utility. Studies and wargames will require the modeling of a representative battlespace of systems utilizing the Advanced Framework for Simulation Integration and Modeling (AFSIM) or other tools as required. Operationally realistic representations of the full kill chain inside of the simulation environment will also be required.

The successful candidate will require the ability to assimilate comprehensive knowledge of US Air Force Modeling and Simulation Architectures. They must possess a demonstrated ability in technical writing and oral presentation. Experience with the DoD acquisition process and the governing DoD policies is desired. This full-time position is in Albuquerque, NM and will require up to 25% travel.

**Key Duties/Responsibilities include, but are not limited to:**

* Development of models of concept systems including but not limited to system requirements development/gathering, implementation of model and support systems, testing and demonstration of model, documentation and archival of model.
* Development, implementation, testing and documentation of simulation environments, tools and support elements necessary to execute MUAs, studies, analyses, and wargames.
* Integration of developed concept models into environments with other systems and simulations to execute MUAs, studies, analyses, and wargames. This may include the development of plans, interface control documents, test plans and other support documentation.
* Planning, execution, data collection and analysis, and report writing for MUA, study, analysis, and wargame events.
* Quickly analyze and understand unique, developmental technologies to assess capabilities, potential vulnerabilities, and solutions
* Analyze formal requirements and test procedures, follow testing protocols, and document results in various formats
* Work with multiple agencies with varying corporate cultures, with a focus on mission accomplishment
* Originate and review briefings, documents, drawings and procedures for manufacturing, development, integration, or test and provide comments to the Government Customer and contractor
* Understand that all of the above must be incorporated into low-budget programs with a focus on schedule and performance
* Other duties, as specified by the Government Customer

**Required Skills / Qualifications:**

* Demonstrated experience with technical writing for DoD or US government agencies
* Familiarity with computer modeling and simulation tools, techniques, and procedures
* Familiarity with documentation and the following Microsoft software packages: Office, Visio, Project
* Ability to obtain a DoD Top Secret security clearance with a favorable background suitable for SCI and SAP/SAR programs

**Education Requirements:**

* (Junior) A high school diploma with at least two years of experience in modeling and simulation.
* (Associate) A Bachelor of Art’s degree with at least five years of technical experience

**Desired Skills / Qualifications:**

* Prior experience with distributed interactive simulation (DIS) environments
* Prior experience with simulation entity state information messages such as protocol data units (PDUs)
* Experience in the design and development of computer networks, integrated with disparate systems and prototype electronic systems
* Experience with US government customer acquisition and program management processes
* Excellent interpersonal, leadership, team building and problem-solving skills, with a demonstrated ability to be effective in a government/contractor/subcontractor team environment
* Ability to work independently with little to no supervision
* Military retiree, active reservist or traditional guardsmen. DTC is a veteran owned and operated business, applicants with an armed service affiliation will be given priority
* Active DoD Top Secret security clearance with eligibility for SCI

DTC, LLC offers a competitive Total Compensation package that includes:

* Company paid medical, dental, and vision for the employee
* Group discounts for family members
* Company paid life and accidental death and dismemberment (AD&D), short, and long-term disability insurance for the employee
* Voluntary life and AD&D insurance
* 401(k) retirement plan with zero vesting and generous company matching
* Military pay differential for qualifying reserve or national guard requirements
* Paid time off and US Government holidays"
Business Analyst,University of New Mexico,"Albuquerque, NM, USA",The **Business** **Analyst** plays an important role in supporting UNM IT with their service management activities. This position will build strong relationships with technical teams during the service ...
Analyst 4E Business,CHESS,"Albuquerque, NM, USA",The **business** **analyst** is responsible for providing insights and suggest improvements to existing and new software applications. This position will work alongside the software development teams and ...
Senior Business Support Analyst,County of Bernalillo,"Albuquerque, NM, USA","POSITION SUMMARY Senior **Business** Support **Analyst** will perform **analysis**, design, development, maintenance and administration of computer hardware and software systems to meet **business** needs. Perform ..."
Product Business Analyst II,L.A. Care Health Plan,"Los Angeles, CA","Product Business Analyst II


**Job Category:** Sales & Marketing
**Department:** Commercial and Group Product Management
**Location:**Los Angeles, CA, US, 90017
**Position Type:** Full Time
**Requisition ID:** 11048
**Salary Range:** $77,265.00 (Min.) - $100,445.00 (Mid.) - $123,625.00 (Max.)  


Established in 1997, L.A. Care Health Plan is an independent public agency created by the state of California to provide health coverage to low-income Los Angeles County residents. We are the nation’s largest publicly operated health plan. Serving more than 2 million members in five health plans, we make sure our members get the right care at the right place at the right time.  

  

Mission: L.A. Care’s mission is to provide access to quality health care for Los Angeles County's vulnerable and low-income communities and residents and to support the safety net required to achieve that purpose.  

Job Summary

The Product Business Analyst II is responsible for review and/or development of business requirements (BRD), POR solution definition, needs assessment, critical path, phase gate management and implementation support for commercial & group product concepts/portfolio strategic initiatives.

Duties

Provide subject matter expertise through market trends, competitive analysis, regulatory developments, system feasibility and cross-functional feedback.  


Collaborate with Product Leadership to provide findings and conclusions from industry, market and legislative reports in order to influence new product innovations, ideas, concepts and / or product enhancements.  


Define functional, technical and operational business requirements needed to support new innovation development, and/or implementation of particular components of products, network and/or services enhancements.  


Compose and maintain library of content and configuration requirements needed to implement particular product initiatives. Work with cross functional business partners to understand strategic drivers (administrative costs, costs of care and membership) and align with implementation cycle or Core Transformation initiatives.  


Develop high-level work plans, including tasks, required staff and project timetable and works with Product Solutions Managers for successful execution.  


Collaboration with business owners and I.T. to ensure right solution designs, implementation scope and necessary tradeoffs. Partnership with 3rd party vendors on new requirements, existing scope, implementation and support.  


Research data operations workflow problems and system irregularities. Evaluate critical paths for all upstream and downstream processes. Develop, tests, presents process improvement solutions and other operational improvements.  


Perform other duties as assigned.

Duties Continued
Education Required
Bachelor's Degree in Business Administration or Related Field
In lieu of degree, equivalent education and/or experience may be considered.
Education Preferred
Master's Degree in Health Administration or Related Field
Experience
**Required:**  

At least 3-5 relevant experience in product marketing analysis.  


Working knowledge of the company’s healthcare products, functions and regulatory guidelines.

Skills

Knowledge and ability to apply principles of the product development life cycle (PDLC) discipline and process for development and implementation of new products and/or enhancements.  


Must be familiar with regulatory guidelines governing product lines; leads regulatory filing process for new/custom product initiatives.  


Able to use advanced features of MS Office including Excel, PowerPoint, Word, MS Project, Visio and Access.  


Excellent written and verbal communication and presentation skills.  


Ability to serve as member on cross-functional implementation or project teams.

Licenses/Certifications Required
Licenses/Certifications Preferred
Required Training
Physical Requirements
Light
Additional Information
**Salary Range Disclaimer:** The expected pay range is based on many factors such as geography, experience, education, and the market. The range is subject to change.  


**L.A. Care offers a wide range of benefits including**
* Paid Time Off (PTO)
* Tuition Reimbursement
* Retirement Plans
* Medical, Dental and Vision
* Wellness Program
* Volunteer Time Off (VTO)

  

  

**Nearest Major Market:** Los Angeles
  

**Job Segment:** Business Analyst, Finance"
Salesforce Business Analyst,City National Bank,"Los Angeles, CA","Overview:
**SALESFORCE BUSINESS ANALYST** **WHAT IS THE OPPORTUNITY?**
The Salesforce Business Analyst ensures that City National Bank's (CNB) mission-critical Salesforce CRM platform is optimally deployed, supported and adopted by the bank. The Salesforce Business Analyst will work with business users to gather and define business requirements; translate the requirements into user stories, process changes and work flows to solve business problems. The role will work with the SFDC COE business and technical teams and other stakeholders to ensure delivery of high quality solutions to meet business needs, including ongoing support of the introduction of new features and capabilities. As the Salesforce platform rapidly evolves, this professional will help colleagues across the bank optimize their success with the platform through communications, training, and support services. **What you will do*** Support CNB’s Salesforce users by troubleshooting inquiries, logging & tracking issues and assisting in triaging situations
* Support the existing Salesforce COE Agile process of prioritization of user stories across multiple business processes and stakeholders
* Understand & analyze cross-functional impacts of business requirements to configuration, process, workflow and reporting, and incorporate into user support interactions
* Perform and / or coordinate UAT testing; work with SFDC COE business and technical teams on defect remediation
* Serve as a point of contact from the SFDC COE team for day-to-day support of the Salesforce platform users: answer questions; help with access and usage requests and needs; identify issues and work with the appropriate parties on remediation
* Help design and execute a broader support model, inclusive of self-service materials/capabilities, in coordination with the SFDC COE roadmap
* Maintain and improve knowledge base & training material accessible by support team and business users to minimize cases and avoid repeat issue escalation
* Create and maintain custom reports and dashboards for various teams
* Provide on-going support for Salesforce evolution; participate in projects as a Subject Matter Expert, to drive product roadmap successfully forward and ensure alignment with CNB’s overall Salesforce strategy
* All other appropriate duties as required.
**Must-Have\**** Bachelor's Degree or equivalent
* Minimum of 4 years experience in a technical support and/or customer service role
* Minimum of 3 years business/data analytics experience
* Minimum of 1 years experience in a technical or business Salesforce-related role or Salesforce Certification

**Skills and Knowledge*** Salesforce Certified Administrator Certification
**Compensation**
Starting base salary: $78,970 - $126,140 per year. Exact compensation may vary based on skills, experience, and location. This job is eligible for bonus and/or commissions.  

* **To be considered for this position you must meet at least these basic qualifications**


The preceding job description has been designed to indicate the general nature and level of work performed by employees within this classification. It is not designed to contain or be interpreted as a comprehensive inventory of all duties, responsibilities, and qualifications required of employees assigned to this job. **Benefits and Perks**
At City National, we strive to be the best at whatever we do, including the benefits and perks we offer our colleagues. Get an inside look at our Benefits and Perks. **INCLUSION AND EQUAL OPPORTUNITY EMPLOYMENT**  

City National Bank is an equal opportunity employer committed to diversity and inclusion. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status or any other basis protected by law.'
**ABOUT CITY NATIONAL**
We start with a basic premise: Business is personal. Since day one we've always gone further than the competition to help our clients, colleagues and community flourish. City National Bank was founded in 1954 by entrepreneurs for entrepreneurs and that legacy of integrity, community and unparalleled client relationships continues to drive phenomenal growth today. City National is a subsidiary of Royal Bank of Canada, one of North America’s leading diversified financial services companies."
Business Intelligence Analyst,Capital Group Companies,"Los Angeles, CA","“I can succeed as a Business Intelligence Analyst at Capital Group.”
As a Business Intelligence Analyst, you will act as a key advocate for the benefits that data and analytics can drive throughout the organization. You’re comfortable working with data, collaborating with partners, conducting analyses, preparing/maintaining reports, pulling data from systems, and communicating insights. You will be responsible for leveraging a broad spectrum of industry, sales, marketing, and other data to develop reporting and analysis to support distribution strategies and operations:
“I am the person Capital Group is looking for.”* You will support more senior members of the team by pulling/analyzing data that will be used to solve strategic, tactical, structured, and unstructured business problems.
* You will design effective reports and visualizations to show distribution insights.
* You will perform analysis by integrating internal and external data sources and work closely with data providers and IT partners to design/structure the best market intelligence data to support North America Distribution.
* You will partner with cross-functional teams to incorporate relevant information, such as qualitative data, that influences modeling and forecasting assumptions
* You will define, conduct research and analysis to create data-driven insights about distribution effectiveness and opportunities.
* You will be responsible for interpreting and communicating results to analytical and non-analytical business partners and senior leaders.


Qualifications:* B.S. in Statistics, Mathematics, Finance, Economics, Computer Science.
* You have 3 years of experience in analytics role.
* You are proficient in SQL, BI tools (such as Tableau and Power BI), excel, Python/R.


‎
‎
‎
‎
‎
‎
‎
Los Angeles Base Salary Range: $93,384-$149,414
‎
‎
‎
‎
‎
‎
‎*In addition to a highly competitive base salary, per plan guidelines, restrictions and vesting requirements, you also will be eligible for an individual annual performance bonus, plus Capital’s annual profitability bonus plus a retirement plan where Capital contributes 15% of your eligible earnings.**You can learn more about our compensation and benefits* *here**.* *We are an equal opportunity employer, which means we comply with all federal, state and local laws that prohibit discrimination when making all decisions about employment. As equal opportunity employers, our policies prohibit unlawful discrimination on the basis of race, religion, color, national origin, ancestry, sex (including gender and gender identity), pregnancy, childbirth and related medical conditions, age, physical or mental disability, medical condition, genetic information, marital status, sexual orientation, citizenship status, AIDS/HIV status, political activities or affiliations, military or veteran status, status as a victim of domestic violence, assault or stalking or any other characteristic protected by federal, state or local law.*"
Business Analyst,Capital Group Companies,"Los Angeles, CA",
Senior Business Analyst,Los Angeles Dodgers LLC,"Los Angeles, CA",
Business & Forecasting Analyst,Coursera,"Los Angeles, CA",
Business Intelligence Analyst,Disney,"Burbank, CA",
Business Intelligence Analyst II,UCLA Health,"Los Angeles, CA",
Data Analyst,Seagull PME,,"**Job Title**: Junior to Mid-Level Data Analyst

**Job Description**: The Data Analyst will work within a high-volume construction and maintenance program and manage dataset, develop tools, reporting and dashboards to assist management with day-to-day operations and decision making.

**Essential Functions:**

* Collect, organize, and analyze large datasets to identify trends, patterns, and insights
* Develop and implement data models, databases, data collection systems, and data analytics strategies
* Utilize SQL query logic and update backend databases to improve order processing and program processes
* Utilize python programming to provide data integrity and automate workflow / business task
* Interpret and present data findings to stakeholders in a clear and concise manner
* Develop, maintain and update PowerBI reporting and dashboards
* Collaborate with cross-functional teams to define project requirements and objectives
* Conduct data quality assessments and ensure data integrity
* Create visualizations and reports using tools such as PowerBI and Visio
* Perform ad-hoc data analysis requests

**Skills & Abilities:**

* Strong data analysis skills with the ability to manipulate and interpret complex datasets
* Proficiency in SQL for querying databases and extracting relevant information
* Experience with ETL (Extract, Transform, Load) processes to transform raw data into usable formats
* Knowledge of programming languages such as Python for data manipulation and automation tasks
* Familiarity with project management methodologies to effectively plan and execute data analysis projects
* Excellent problem-solving skills with the ability to think critically and identify potential issues
* Strong attention to detail to ensure accuracy in data analysis and reporting
* Business analysis skills to understand organizational needs and translate them into actionable insights

**Minimum Qualifications:**

* Understanding of data structures, data integrity and databases architecture
* Skilled in Python and SQL
* Skilled in PowerBI and have the ability to create meaningful reports and dashboards
* Experienced in SharePoint management
* Must be in San Diego region or willing to relocate to San Diego

**Education and Experience:**

* B.S. in Computer Science or similar degree. Relevant experience can fulfill B.S. requirement.

**Pre-Screen:** 

* Upon offer, employees may be required to complete and pass a pre-employment drug screen, reference and background check.

**Work Location:** this is an **in-person** position, the candidate must be in the Kearney Mesa office Monday through Friday.

Job Type: Full-time

Pay: $50,000.00 - $67,000.00 per year

Benefits:

* 401(k)
* Dental insurance
* Health insurance
* Paid holidays
* Paid time off

Experience level:

* 3 years

Schedule:

* Monday to Friday
* Overtime

Ability to Relocate:

* SanDiego, CA: Relocate before starting work (Required)

Work Location: In person"
Managed Care Operations Analyst,Valley Community Healthcare,"Sherman Oaks, CA",
IT Business Analyst,FLAG,"Gardena, CA","**FLAG’s** mission is to show our contractors & clients the best this industry can offer by upholding our principles of leadership, service, and exceptionalism.

For a Best-in-Class experience, partner with FLAG and allow us to demonstrate how we’re changing the industry, and how we can do the same for you.

We are looking to hire a **IT Business Analyst.** This is a **remote direct hire opportunity** to join our IT Business Unit department.

**Purpose:**

Under the direction of the **IT Manager, Business Applications**, the IT Business Analyst will be hands-on and effective with ERP, Wholesale, Retail, Ecom and fulfilment applications. You will also ensure the operational practices are upheld to ensure support for various business teams. The Business Analyst is also responsible for the implementation and support of changes, enhancements of various business applications that support customers, store personnel and corporate employees.

**Responsibilities:**

* Act as an analyst, project manager, and technical troubleshooting resource to support the use and expansion of TRBJ’s business applications
* Partner with business, vendors, IT and other stakeholders to understand needs, document requirements and deliver solutions.
* Assess severity/priority of production issues, determine business needs/impact, communicate progress during resolution.
* Lead the development of business and functional requirements related to TRBJ's business applications, including facilitation of business stakeholders and preparation of wireframes, functional specifications, use cases and other documentation.
* Lead the QA life cycle by developing test plans and test scripts, documenting test results, and reporting on results while coordinating usage of test environments.
* Lead and coordinate UAT testing for assigned releases with critical business end users.
* Provide on-going support and end-user training to corporate and store staff.
* Conduct ad-hoc application data exploration and research of business-critical questions.
* Document system problems and resolutions for future reference.
* Write and maintain the system and procedural documentation.
* All other duties assigned.

**Ideal Qualities:**

* Are someone who is tech savvy.
* Have a good understanding of computer systems, mobile devices, printers, and other tech products.
* Must be able to communicate with non-technical users and write user-friendly instructions.
* Must be able to work independently and effectively in a team environment.
* Have strong time management skills.
* Are customer-oriented and cool-tempered.
* Are willing to work early morning, late evening, or weekend shifts as required.

**Required Minimum Experience:**

* Bachelor’s degree or equivalent required.
* Minimum 3 years of Full Circle ERP system (Aptean) is required.
* Minimum 5 years’ experience working with ERP/Accounting/Wholesale/Retail applications.
* Minimum 5 years’ experience in prioritizing, planning, delivering, and supporting enterprise-wide applications, interfaces, vendor-based applications, and systems upgrades.
* Minimum 3 years’ experience in database research, report building using SQL.
* Minimum 3 years‘ experience with JIRA or a similar ticketing system.

**PREFERRED EXPERIENCE**

* Retail Point of Sale systems experience a plus.
* Apparel wholesale/retail experience will be a big plus.
* Implementing and supporting Wholesale direct-to-consumer systems.
* Experience with EDI standards/integrations.
* Agile software methodology experience, specifically scrum master role understanding and expertise.
* Writing test plans and performing application testing.
* Knowledge of Microsoft Project for the maintenance of project plans.

Job Type: Full-time

Pay: $90,000.00 - $100,000.00 per year

Benefits:

* 401(k)
* Dental insurance
* Health insurance
* Vision insurance

Experience level:

* 3 years

Work Location: Hybrid remote in Gardena, CA 90248"
Junior Business Systems Analyst,Brighton Best International/ Ta Chen International,"Long Beach, CA",
Senior Financial Analyst,Forest Lawn Memorial-Park Association,"Glendale, CA","locations
Glendale, California
time type
Full time
posted on
Posted 30+ Days Ago
job requisition id
R1174
Forest Lawn has always attracted unique and exceptional individuals; those who aren’t satisfied with simply building a career, but want to go home at the end of the day knowing they’ve made a profound and positive difference in people’s lives. If this sounds like you, take a look at our job openings....We may have your next GREAT OPPORTUNITY!
COMPENSATION
Annual Minimum - Maximum
$115,000.00 - $150,000.00
We are seeking an experienced Senior Financial Analyst to join our Business Analysis Department, the Financial Division of the Organization. This department specializes in developing, interpreting and implementing complex financial and accounting concepts or techniques for financial planning and control  

WHAT YOU’LL BE DOING* Conduct studies to analyze financial actions and prepare recommendations for policy, procedure, control, or action.
* Analyze financial information to determine present and future financial performance.
* Identify trends and recommend improvements accordingly.
* Evaluate complex profit plans, operating records, and financial statements.
* Direct the preparation of studies, reports, and analyses in areas such as budgets, forecasts, financial plans, governmental requirements, statistical reports, cash flow projections, and business forecasts.
* Establish databases of pertinent information for use in analyzing future plans and forecasts.
* Make recommendations to management regarding cost saving or profit generating opportunities and profitability improvement strategies.
* Coordinate with middle management to gather, analyze, summarize, and prepare recommendations regarding financial plans, acquisition activity, new business planning, trended future requirements, government requirements, and operating forecasts.
* Research and prepare economic reports on subjects such as rate of return, net present value, buy versus build, market share, depreciation, working capital requirements, investment opportunities, investment performance, and impact of governmental requirements.
* Research and prepare operational/workflow analysis including appropriate flowcharting and other data visualizations to facilitate effective communication.
* Prepare clear, concise written reports and presentations using Microsoft Word and PowerPoint.
* Handle multiple projects with detail and organization.
* Create detailed notes regarding assignments and asks timely informative questions to clarify understanding.
* Work independently with minimal supervision as well as in a team environment.


REQUIRED QUALIFICATIONS* Bachelors' degree (BA/BS) in Finance or Accounting
* 4 to 10 years related experience and/or training; or equivalent combination of education (Master) and experience.
* Valid CA Driver's License
* Microsoft Office expert emphasizing advance Excel skills with strong Access skills, PowerPivot, PowerQuery, Power BI, Tableau, SQL


PREFERRED QUALIFICATIONS* CPA certification
* NetSuite and Salesforce experience


COMPETITIVE BENEFITS
Forest Lawn takes pride in offering an excellent benefits package to our employees, which taken as a whole, leads our industry and is competitive with the benefits in just about any other industry.  

DRUG TESTING POLICY
Prior to beginning employment, all job applicants who receive a job offer will be required to voluntarily submit to a drug screening test conducted by a laboratory designated by Forest Lawn. The drug screening method is a hair collection test that will detect the use of illegal drugs within the past 90 days. A positive drug test may result in the withdrawal of the job offer.
E-VERIFY STATEMENT
Forest Lawn has registered to participate in the federal government's E-Verify program. With E-Verify we are able to confirm the employment authorization of all newly hired employees through an electronic database maintained by the Social Security Administration and Department of Homeland Security. With respect to new hires, the E-Verify process is completed in conjunction with a new hire's completion of the Form I-9, Employment Eligibility Verification upon commencement of employment. E-Verify is not used as a tool to pre-screen candidates.  

FAIR CHANCE INITIATIVE FOR HIRING ORDINANCE
Forest Lawn will consider for employment all qualified Applicants, including those with Criminal Histories, in a manner consistent with the requirements of applicable state and local laws, including the City of Los Angeles’ Fair Chance Initiative for Hiring Ordinance."
Business Analyst -- Fully Remote,Locks Global Staffing LLC,"Los Angeles, CA",
