title,company,location,description
Market Sales Intern,Signal,"Los Angeles, CA, USA","Signal has redefined the **security** industry through branding, technology, and its leading-edge ... client **information**, and discover the best approach to ultimately building the business. You will ..."
Pharmacist Intern - Pharmacy - Per Diem 8 Hour Rotating Shift (Non-Exempt) (Non-Union),University of Southern California,"Los Angeles, CA, USA",... and drug **information** to ensure optimal patient care. Essential Duties: \* Works under direct ... Read USC's Clery Act Annual **Security** Report Notice on Non-Discrimination Certain positions are ...
Student Trainee (Premier College Intern Program),Air Force Civilian Career Training,"Los Angeles, CA, USA",Please refer to the Salary Tables link for more **information**: The Premier College **Intern** Program ... **security** clearance. 5.) Employment under this announcement will be full-time during the student ...
Administrative Intern I - Workforce Development,"Housing Authority of the City of Los Angeles, CA","Los Angeles, CA, USA",... **security** alarm monitor reports; and establish and maintain good tenant relations. Performs other ... HIRING **INFORMATION**: All job offers are contingent upon d successful completion of a pre-employment ...
Administrative Intern I - Workforce Development,Housing Authority of the City of Los Angeles,"Los Angeles, CA, USA",... **security** alarm monitor reports; and establish and maintain good tenant relations. Performs other ... HIRING **INFORMATION**: All job offers are contingent upon d successful completion of a pre-employment ...
IDENTITY & ACCESS (IAM) MANAGER,Lakeview Loan Servicing,"Coral Gables, FL","Overview:

The Identity and Access Management Manager (IAM Manager) is responsible for the planning, building, delivery and support of the IAM program. This IAM Manager will provide direction and guidance to the development, specifications and communications of the IAM applications and architecture, as well as provide in-depth technical consultation to the business units and IT management and assist in developing plans and direction for the integration of information security requirements. The salary range for this role is $135,000 to $185,000; however, Lakeview considers several factors when extending an offer, including but not limited to, the role and associated responsibilities, a candidate’s work experience.
Responsibilities:
* Aligns IAM processes across the organization, and develops and documents standards for organizational use
* Establishes an IAM strategy/roadmap – to include evaluating existing and emerging technologies and tools
* Understands business and information technology management processes and demonstrates advanced understanding of business processes, internal control risk management, IT controls and related standards
* Facilitates the use of technology-based tools or methodologies to review, design and/or implement products and services to provide a strong IAM program that balances access with compliance and confidentiality
* Identifies and evaluates complex business and technology risks, internal controls that mitigate risks, and related opportunities for internal control improvement
* Identifies the broader impact of current decisions related to user access, data access and information security
* Fosters an understanding of the need for and application of the IAM system, and facilitates decision making with key stakeholders
* Develops and expands privileged access management processes, tooling, and maturity


Qualifications:
**EDUCATION and EXPERIENCE:*** Undergraduate degree in computer science, information systems, cybersecurity, or a related field preferred.
* Experience working in the financial services industry preferred
* Solid understanding of project management principles.
* Experience working with IAM concepts in a hybrid cloud environment
* Identity management expertise in multiple of the following areas: single sign-on (SSO), identity federation, enterprise directory architecture and design, privileged access management, identity and access governance (role-based access control, access request and certification, user life cycle management processes, and organizational change management).
* Experience with enterprise identity governance and administration (IGA) solutions, such as Sailpoint, OIG, Savyint, Okta preferred
* Experience with administrating authentication technologies, such as Microsoft Active Directory/Windows authentication, OpenLDAP, Kerberos, OpenID Connect, OAuth, and federated identity management

**Certifications, Licenses, and/or Registration*** CISSP, CISM or other security certification preferred.
* Project Management Professional (PMP) certification preferred.

 **Physical Demands and Work Environment**
The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.

  

While performing the duties of this job, the employee is regularly required to sit and use hands to handle, touch or feel objects, tools, or controls. The employee frequently is required to talk and hear. The noise level in the work environment is usually moderate. The employee is occasionally required to stand; walk; reach with hands and arms. The employee is rarely required to stoop, kneel, crouch, or crawl. The employee must regularly lift and/or move up to 10 pounds. Specific vision abilities required by this job include close vision, color vision, and the ability to adjust focus. The noise level in the work environment is usually moderate.

 **EEOC**
Bayview is an Equal Employment Opportunity employer. All aspects of consideration for employment and employment with the Company are governed on the basis of merit, competence and qualifications without regard to race, color, religion, sex, national origin, age, disability, veteran status, sexual orientation, or any other category protected by federal, state, or local law."
Junior Network Security Engineer – CIARA (Job ID 531827),CIARA FIU,"Miami, FL","**About FIU**

Florida International University is a top public university that drives real talent and innovation in Miami and globally. Very high research (R1) activity and high social mobility come together at FIU to uplift and accelerate learner success in a global city by focusing in the areas of environment, health, innovation, and justice. Today, FIU has two campuses and multiple centers. FIU serves a diverse student body of more than 56,000 and 290,000 Panther alumni. U.S. News and World Report places dozens of FIU programs among the best in the nation, including international business at No. 2. Washington Monthly Magazine ranks FIU among the top 20 public universities contributing to the public good.

**Job Summary**

Designs, implements, and maintains network services and security systems such as firewalls, Virtual Private Networks (VPN), and Intrusion Protection Systems (IPS) and performs hardening of Linux network services, such as webserver and web applications.

* Performs configuration, testing, management and administration of DNS (domain name services).
* Performs configuration, testing, management and administration of Linux hosts and applications.
* Assists in the day-to-day operations of CIARA’s projects network security infrastructure across all remote sites.
* Configures, tests, manages, and administers firewalls, intrusion prevention systems, VPN, and load balancers.
* Assists in the design, development, and implementation of network security management systems.
* Assists users concerning University – wide network security problems and assists with resolution.
* Performs off-hours work as needed for emergency and maintenance tasks. 24/7 support.
* Maintains dialogue with customers and vendors regarding the proper operation of CIARA’s projects and network security services. Maintains current knowledge of new network security technologies, related hardware, and software applications.
* Participates in the establishment of hardware and software standards.
* Interprets departmental rules and policies related to information systems and recommends new and improved programs to effectively manage the information systems functions.
* Assists in the implementation of programs within Network Engineering and Telecommunications.

**Minimum Qualifications**

* Bachelor’s degree in a computer related field and two (2) years of related experience; OR six (6) years of related experience; OR an equivalent combination of relevant education and/or experience.

**Desired Qualifications**

* Knowledge of Software-Defined Networking (SDN) and cybersecurity concepts
* Knowledge of Python

**Job Category**

* Administrative

**Advertised Salary**

* $55,000-$65,000

**Work Schedule**

Begin time: 8:30 AM  
End time: 5:00 PM

**Pre-Employment Requirements**

* Expanded Background Check

**Other Information**

* Ability to work flexible hours as needed.

**How To Apply**

**Please go to https://hr.fiu.edu/careers/ and search for job ID 531827**

**Prospective Employee**

If you have not created a registered account, you will be asked to create a username and password for use of the system. It is recommended that you provide an active/valid e-mail account as that will be the main source of communication regarding your status within the process. In this account, you are able to track your applicant status in “**My Applications**“.

***To be considered eligible for the position as an internal candidate, departmental staff must meet minimum requirements of the position and be in good performance standing.***

Before you begin the process, we recommend that you are prepared to attach electronic copies of your resume, cover letter or any other documents within the application process. It is recommended that you combine your cover letter and resume/curriculum vitae into one attachment. Attached documents should be in Microsoft Word or PDF format. All applicants are required to complete the online application including work history and educational details (if applicable), even when attaching a resume.

***\*This posting will close at 12:00 am of the close date.***

**How To Apply**

**Current Employee**

As a current employee, you must log into Employee Self Service (ESS) to apply for this and any other internal career opportunity of interest. In this account, you are able to track your applicant status in “**My Applications**“.

***To be considered eligible for the position as an internal candidate, departmental staff must meet minimum requirements of the position and be in good performance standing.***

Before you begin the process, we recommend that you are prepared to attach electronic copies of your resume/ curriculum vitae, cover letter or any other documents within the application process. It is recommended that you combine your cover letter and resume into one attachment. Attached documents should be in Microsoft Word or PDF format.

***\*This posting will close at 12:00 am of the close date.***

**Disclosures**

**Clery Notice**

In compliance with the Jeanne Clery Disclosure of Campus Security Policy and Crime Statistics Act, the University Police department at Florida International University provides information on crimes statistics, crime prevention, law enforcement, crime reporting, and other related issues for the past three (3) calendar years. The FIU Annual Security report is available online at: https://police.fiu.edu/download/annual-security-fire-safety-report/.

To obtain a paper copy of the report, please visit the FIU Police Department located at 885 SW 109th Avenue, Miami, FL, 33199 (PG5 Market Station).

**Pay Transparency**

Florida International University will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with the contractor’s legal duty to furnish information.

***FIU is a member of the State University System of Florida and an Equal Opportunity, Equal Access, Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability or protected veteran status.***

Job Type: Full-time

Pay: $55,000.00 - $65,000.00 per year

Benefits:

* 401(k)
* Dental insurance
* Flexible spending account
* Health insurance
* Life insurance
* Paid time off
* Professional development assistance
* Retirement plan

Schedule:

* 8 hour shift
* Monday to Friday

Education:

* Bachelor's (Required)

Ability to Relocate:

* Miami, FL: Relocate before starting work (Required)

Work Location: In person"
Security Analyst,"GF IMMIGRATION LAW, PA","Miami Beach, FL","**Security Analyst**



As a Security Analyst, you will play a crucial role in safeguarding the firm's digital and physical security. Your focus will be on monitoring digital activities, identifying security risks, and implementing protective measures. .

 **Key Responsibilities:**


* **Digital Security Monitoring:** Monitor and analyze social media and online platforms for threats related to the firm, its intellectual property, and employees. Identify and investigate suspicious digital activities.
* **Physical Security Oversight:** Assist in the management of physical security measures, including camera surveillance to prevent data leaks, unauthorized access, and inappropriate behavior within the firm’s premises.
* **Risk Analysis and Reporting**: Conduct risk assessments of digital and physical security protocols. Prepare and present security reports to management, highlighting potential threats and suggesting improvements.
* **Employee Monitoring**: Support the assessment of employee digital footprints, particularly focusing on potential security risks posed by current and former employees, including those transitioning to competitors.
* **Client Protection**: Monitor for scams targeting clients and assist in the development of strategies to protect client data and privacy.
* **Incident Response:** Participate in the response to security incidents, including data breaches or physical security threats, and contribute to the development of incident response protocols.

  


**Qualifications and Skills:**


* 2-3 years of experience as a Security Analyst.
* Knowledge of cybersecurity principles and physical security protocols.
* Ability to analyze complex security systems and understand risk management.
* Strong problem-solving and communication skills.
  


**Job Type:** Full-time  

**Benefits**: Health Insurance, Dental Vision, 401(k), Paid Time Off, Parking Garage  

**Location**: In-Office Position
  

**Schedule**: 8 hours shift. Monday to Friday"
IT SOC - NOC Analyst - Tier I / 3rd Shift **LOCAL CANDIDATES ONLY**,"InfoSight, Inc.","Miami Lakes, FL","INFO**SIGHT, INC.**

**SNOC Analyst Tier 1 (Night Shift) | Local / in-house position**

InfoSight is growing and is in search of Security/Network Operations Center (SNOC) Tier 1 Analysts for their 24x7x365 Security/Network Operations Center environment. The SNOC Tier 1 Analyst **must be willing to work 3rd Shift (8pm – 7am) 4 days per week** in our 24x7x365 Security Operations Center, work some holidays and allow for flexible scheduling.

Primary responsibilities include monitoring network traffic for security events and performing triage analysis to identify security incidents. In addition, Tier 1 Analysts are expected to respond to computer security incidents by collecting, analyzing, preserving digital evidence and ensuring incidents are recorded and tracked in accordance with SNOC requirements. SNOC Tier 1 Analyst will work closely with other teams to assess risk and provide recommendations for improving our clients’ security posture.

**Job Duties and Responsibilities:**

* Monitor network traffic for security events and perform triage analysis to identify security incidents
* Respond to computer security incidents by collecting, analyzing, preserving digital evidence and ensure that incidents are recorded and tracked in accordance with SOC requirements
* Perform network security monitoring and incident response for a large organization
* Maintain records of security monitoring and incident response activities, utilizing case management and ticketing technologies
* Monitor and analyze Security Information and Event Management (SIEM) to identify security issues for remediation
* Knowledge of creating Security Information Event Management (SIEM) rules
* Recognize potential, successful, and unsuccessful intrusion attempts and compromises thorough reviews and analyses of relevant event detail and summary information
* Recommend changes to Standard Operating Procedures and other similar documentation
* Generate end-of-shift reports for documentation and knowledge transfer to subsequent analysts on duty
* Day to day systems management, administration, and monitoring.
* Oversee and maintain a high level of quality service and participates in monitoring and status reporting.
* Utilizes various network tools for monitoring and testing the network and its devices.
* Perform various tasks associated with migrating test applications to the production environment.
* Participates in data and physical integrity controls for SNOC.

**Qualifications (Education Experience and Certifications):**

* One or more years’ experience working with SIEM and background in security incident response, system operations and threat intelligence
* CompTIA Security+/Network+, CCNA, SANs GSEC, GCIH, GCIA
* Associates Degree or Higher in Cybersecurity or IT related field preferred

**Knowledge, Skills, and Abilities:**

* Knowledge of incident response, vulnerability management, security intelligence, and the operation of advanced security tools
* Ability to diagnose a networking failure that results in unavailable service to the customer and ability to take appropriate steps to correct them.
* Working knowledge of any of the following: Splunk, Microsoft Azure, Microsoft Sentinel, AWS EC2, Palo Alto or other enterprise grade Network Infrastructure
* Ability to handle multiple competing priorities in a fast-paced and high-pressure environment
* Ability to work effectively with technical and non-technical business users
* High level of verbal and written communications.
* Knowledge of operating systems.
* Ability to deal courteously with all customers.

Job Type: Full-time

Pay: $50,000.00 - $60,000.00 per year

Benefits:

* 401(k)
* Dental insurance
* Health insurance
* Life insurance
* Paid time off
* Professional development assistance
* Tuition reimbursement
* Vision insurance

Experience level:

* 2 years

Schedule:

* Night shift

Application Question(s):

* What active industry specific certifications do you currently hold?
* What salary range are you seeking? [Please do not leave blank]
* Do you have experience with Splunk?
* Have you previously worked for an MSP ?

Experience:

* Information Security: 2 years (Required)

Work Location: In person"
IT Security Engineer,Loxia Technologies,"Miramar, FL","**Security Engineer Job Description:**

**Role Overview**:

In the role of a Security Engineer, the primary responsibility is to design, implement, and maintain the organization's security systems, ensuring robust defense against cyber threats. This role involves developing technical solutions and innovative security tools to mitigate vulnerabilities and automate repetitive tasks. The Security Engineer is tasked with ensuring that appropriate security controls are in place to protect digital files and essential electronic infrastructure, as well as responding to and managing any security breaches or virus threats that the organization may encounter. This position requires a proactive and vigilant approach to maintaining the integrity and security of the organization's computer networks and systems.

**Key Responsibilities**:

* Assess current technology architecture for vulnerabilities, weaknesses, and for possible upgrades or improvement.
* Implement and oversee technological upgrades, improvements, and major changes to the security infrastructure.
* Monitor network traffic for unusual activity.
* Configure and install firewalls and intrusion detection systems.
* Perform regular audits to ensure security practices are compliant.
* Develop company-wide best practices for IT security.
* Respond to information security issues during each stage of a project’s lifecycle.
* Supervise changes in software, hardware, facilities, telecommunications, and user needs.
* Define, implement, and maintain corporate security policies.
* Train staff on network and information security procedures.

**Skills and Qualifications**:

* Bachelor’s degree in Computer Science, Information Technology, Systems Engineering, or a related field.
* Proven work experience as a System Security Engineer or Information Security Engineer.
* Experience in building and maintaining security systems.
* Detailed technical knowledge of database and operating system security.
* Hands-on experience in security systems, including firewalls, intrusion detection systems, anti-virus software, authentication systems, log management, content filtering, etc.
* Experience with network security and networking technologies and with system, security, and network monitoring tools.
* Thorough understanding of the latest security principles, techniques, and protocols.
* Familiarity with web-related technologies (Web applications, Web Services, Service-Oriented Architectures) and of network/web related protocols.
* Problem-solving skills and ability to work under pressure.

**Certifications (Preferred)**:

* Certifications such as CISSP, GSEC, CEH or CISM may be advantageous.
* Specific technical certifications related to network security, such as Cisco CCNA, CCNP, or relevant vendor certifications for security products (e.g., Palo Alto, Check Point, Juniper).

**Soft Skills**:

* Strong analytical and diagnostic skills.
* Good communication skills.
* Ability to work in a team environment.
* Strong attention to detail.

Job Type: Full-time

Pay: $121,079.00 - $135,000.00 per year

Benefits:

* Dental insurance
* Health insurance
* Life insurance
* Paid time off
* Vision insurance

Compensation package:

* Bonus opportunities
* Yearly pay

Experience level:

* 5 years

Education:

* Master's (Required)

Experience:

* 10 key typing: 5 years (Required)

Language:

* English (Required)

Security clearance:

* Confidential (Preferred)

Work Location: In person"
Managed Services Provider - Cyber Security Engineer,Ten4 Technology Group,"Miami Lakes, FL","Ten4 Technology Group's vision and passion for empowering businesses with efficient IT solutions has solidified our presence in the IT industry since 2005. Over the years, we have helped small and medium-sized businesses around the Fort Lauderdale and South Florida region by implementing technology solutions that improve their processes and productivity.

**Job Overview**

We are searching for an experienced cyber security professional to provide technical leadership to our new security team. The right candidate will possess superior customer service skills with prior experience cyber security experience. Experience working for a Managed Service Provider is a strong plus. This is a hybrid position with 80% work from home and occasional on-site at client locations (20%).

**Experience Required:**

**3+ years in an information security role**

* Working experience with firewalls, intrusion prevention/detection systems and other network and server infrastructure
* Strong understanding of endpoint protection tools and techniques
* Strong awareness of cybersecurity trends and hacking/exploitation techniques
* Strong interest in securing cloud environments
* CISSP, CISA, Security+, GSEC, or similar certification(s)
* CMMC & NIST experience (preferred)
* Proficiency in working with a ticketing system like ConnectWise or Autotask, as an engineer or technician
* Experience working in an MSP or IT service provider (preferred)

10 Characteristics We Are Seeking – If You Do Not Meet Them All, Don’t Bother To Apply:

* A pleasant, positive personality and professional appearance
* Outstanding customer service skills
* Excellent communication skills at technical and non-technical levels
* Attention to detail and quality of work
* Advanced troubleshooting skills
* Adept at utilizing resources and finding solutions
* Passion for delivering outstanding service to our customers
* A keen desire to learn and demonstrate a great deal of ""natural curiosity""
* A true understanding of cyber related risks and appreciation for business impact

**Additional Requirements:**

* References from past employers who will vouch for your work ethic, experience and integrity.
* Proven prior compensation
* Stable work history
* Flexible hours (availability)
* Ability to work independently with minimal direct supervision
* Must have reliable transportation
* Occasional heavy lifting
* Compensation is based on experience and location.

**Responsibilities:**

**Serve as a Subject Matter Expert in the areas of Endpoint Protection, SIEM, IDS/IPS, Cloud Protection, and Vulnerability Management**

* Evaluate new solutions and products for inclusion in our managed security offerings
* Deliver outstanding service to our clients
* Document work in a timely and understandable manner
* Communicate our service offerings to prospects & clients
* Use daily work experiences to continually improve your skills and abilities

**Check us out if you:**

**Want to join one of the best I.T. companies in Florida**

* Are interested in working in a firm that offers comfortable working conditions and a casual environment.
* Want to develop a strong sense of accomplishment and the feeling that what you do really matters
* Are passionate about developing your customer service and technical skills
* Are friendly, enthusiastic, and have the desire to excel in both your professional and personal life
* Want to work with a variety of different clients and projects so you're never bored

**We Offer :**

Full Time Remote available

* Competitive wages
* Paid Vacations
* Healthcare benefits
* Profit Sharing
* Employee Recognition
* Perks, Bonuses & Incentives
* Training Programs

Job Type: Full-time

Pay: $85,000.00 - $110,000.00 per year

Benefits:

* Dental insurance
* Flexible schedule
* Health insurance
* Life insurance
* Paid time off
* Vision insurance

Compensation package:

* Bonus opportunities
* Performance bonus
* Profit sharing

Application Question(s):

* Which Remote Monitoring & Management (RMM) tools are you familiar with?
* Worked for an IT Company before ?
* Worked for an MSP before?
* Lives in the Miami/Fort Lauderdale area?
* Currently employed?
* Time at last job?
* Time at 2nd last job? Time at last 3rd job?
* Spanish speaking?
* Reliable Transportation?
* Ever been arrested?
* Prior job salary?
* Compensation expectation?
* Which Ticketing Systems have you worked with in the past?
* Which Security tools have you worked with (EDR, Threat Hunting, etc.)?

Work Location: Hybrid remote in Miami Lakes, FL 33016"
SENIOR IT INTERNAL AUDITOR,Seminole Hard Rock Support Services,"Davie, FL","Overview:

The Internal Audit Department adds value to Hard Rock by conducting audits to help ensure gaming licenses are protected, assets are safeguarded, transactions are properly authorized and recorded, financial information is complete and accurate, and processes are efficient. The Internal Audit Senior – Information Technology is responsible for organizing, directing, and administering multi-jurisdictional teams of Internal Auditors – Information Technology in the effective and efficient execution of compliance, financial, and risk-based internal audits, investigations, and special projects to assess (1) compliance with state gaming regulations and federal regulations, (2) internal controls over financial reporting, (3) compliance with Hard Rock policies & procedures, and (4) opportunities to improve business processes.  

The Senior Internal Auditor – Information Technology is primarily responsible for performing information technology-related audit procedures; however, the Senior Internal Auditor – Information Technology also performs Operational audits so the individual can gain an understanding of the Company’s business operations. The Senior Internal Auditor – Information Technology interacts with all levels of management to identify, discuss, and resolve potentially contentious issues and provide feasible business recommendations; provides highly responsible and complex support to higher-level management staff; and, performs related tasks within the area of assignment. **SUPERVISORY**  

The Senior Internal Auditor – Information Technology receives administrative direction from the Manager of Internal Audit – Information Technology.
Responsibilities:
**ESSENTIAL FUNCTIONS:***(These functions are intended as a general illustration of the work performed in this job classification and are not all-inclusive for this position)** Provide exceptional service to internal customers and work harmoniously with fellow team members.
* Assist in the annual audit planning process, including ongoing risk assessment.
* Schedule resources and monitor the schedule to ensure the annual audit plan is completed timely.
* Utilize spreadsheets, word processing, databases, data analytics, and web-based software to (1) perform analyses and (2) effectively support and document the results of work performed in accordance with the Institute of Internal Auditors’ International Standards for the Professional Practice of Internal Auditing.
* Supervise the assignments of Internal Auditor – Information Technology and review the work papers prepared by them and their team members.
* Investigate discrepancies and opportunities identified, and effectively communicate the results to the Director of Internal Audit –Information Technology and management through verbal and written communication.
* Maintain accurate records and files pertaining to assignments performed.
* Attend and participate in professional group meetings and continuing education.
* Maintain professional certifications required for the position.
* Maintain an awareness of changes in gaming regulations.
* May conduct special studies for management, such as those required to discover the mechanics of detected fraud and to recommend controls for fraud prevention.
* Perform related duties as assigned by the Manager of Internal Audit – Information Technology.
* Plan, direct, coordinate, and review the work of team members; assign work activities, projects, and programs; review and evaluate work products, methods, and procedures; ensure guest service; and meet with team members to identify and resolve problems.
* Encounter areas containing second-hand smoke, varying noise and temperature levels, illumination, vibration, crowds, and air quality
* Select, train, motivate, and evaluate team members; provide team member training; work with team members to correct deficiencies; and implement discipline as appropriate.
* Attend and participate in professional group meetings, and maintain awareness of new trends and innovations in the fields of analytics and workforce administration.


Qualifications:

B.S. or B.A. in Information Technology, Computer Science, Computer Engineering, Accounting, Finance, Business Management, or other related field.. At least three (3) years of experience in audit, accounting, finance, or information technology-related fields is required. Certified Information Systems Auditor (CISA) or Certified Information Systems Security Professional (CISSP) is preferred. **ADDITIONAL REQUIREMENTS: (Licenses, Certifications, Testing, etc.):*** Must be twenty-one (21) years of age.
* Must successfully pass drug screening.
* Must possess and maintain a valid driver’s license within the assigned state of employment.
* Must successfully pass background checks and be able to obtain gaming work permits/licenses in jurisdictions where Hard Rock has operations.
* Must be organized, and detail-oriented, have good verbal and written communication skills, and the ability to multi-task and prioritize assignments.
* Must be proficient with personal computers, Excel, Word, and PowerPoint.
* Knowledge of data analytics software is preferred.
* Knowledge of gaming regulations and internal controls, including multi-jurisdictional experience, is required.
* Knowledge of IT principles, Control Objectives for Information and Related Technologies (COBIT), and COSO is preferred.

**ABILITY TO:*** Research, analyze, comprehend, and act upon information and be aware of the business environment to effectively manage areas of responsibility.
* Ability to set clear direction for the department to ensure the successful execution of the strategic plan
* Ability to apply different and novel ways to deal with organizational problems and opportunities.
* Observe and direct the actions of subordinates.
* Make unpopular and/or difficult decisions that benefit the organization in the short and long term.
* Be a strategic, analytical, ethical, and effective motivator.
* Skill in developing successful working relationships with senior management, peers, and subordinates within the department and outside of the department.
* Communicate clearly and concisely, both orally and in writing.
* Establish and maintain effective working relationships with those contacted during work.
* Skill in coaching and developing others’ skills and competencies by planning effective development activities and providing staff with clear direction and line-of-sight in regards to their respective roles in achieving the business strategy.
* Stand up to 80% of the time in a noisy and fast-paced environment.


#IndeedSHRSS
#LI-Hybrid
#zipcorporate"
Cyber OPS SysAd Lead (JDOC),General Dynamics Information Technology,"Doral, FL","**Enterprise Systems Administration Team Lead**  

  

**Job Description Summary:**  

  

**Work Location:** Onsite - Doral, FL (No telecommuting option)  

  

**Clearance:** Top Secret (SCI eligible)  

  

**Shift:** 8am-4pm. (After hours support as required)  

  

GDIT provides enterprise-wide IT services in support of US Southern Command's (SOUTHCOM) mission critical operations throughout their Area of Responsibility (AOR), which consists of Central America, South America, and select countries in the Caribbean. SOUTHCOM is headquartered in Doral, FL.  

  

GDIT SOUTHCOM Cyber Information Technology Enterprise Services (SCITES) is working to deliver and operationalize information technology (IT) services for all US SOUTHCOM combatant command constructed networks. These constructed networks span the US SOUTHCOM Area of Responsibility (AOR). Work performed under this Task Order directly provides US SOUTHCOM a defensible, secure, modern, and efficient IT infrastructure across all combatant command constructed networks.  

  

We have an opportunity for an Cyber OPS SysAd Lead (JDOC) to work in support of SOUTHCOM Cyber Information Technology Enterprise Services (SCITES).  

  

This position supports SOUTHCOM's transformative move to a Zero Trust Architecture in alignment with the DoD Zero Trust Strategy and Executive Order (EO) 14028.  

  

**Responsibilities and Tasks:*** Responsible for systems administration, operations, maintenance, and associated activities of platforms installed throughout the USSOUTHCOM, enterprise.
* Ensure the operation of the enterprise meets defined service levels and serves as the contractor's service owner for service solutions.
* Responsible for applying security principles, practices, and procedures under the Risk Management Framework (RMF) to maintain compliance with applicable security regulations.
* Provide management, coaching, experience, and oversight to the team members while also maintaining sufficiently trained staff to support customer requirements.  

	+ Ensure accurate timekeeping records for team.
	+ Create, maintain, and ensure accuracy of team schedules.
	+ Set goals and evaluate team members to ensure individual performance is aligned with business objectives.
	+ Assist career progression for team members by providing education, training, and mentorship.
	+ Identify individual areas for improvement or performance issues and give corrective actions as required.
	+ Coordinate with teammates and customers across the work centers.
	+ Work with internal and external partners to interview, hire and onboard personnel to meet customer requirements.
	+ Ensure task assignment, prioritization, completion and reporting for the Systems Administration team.
* Lead teams of system administrators geographically dispersed across the SOUTHCOM AOR to ensure the optimum level of services are provided to the customer.  

	+ Ensure Systems Administration teams provide 24/7/365 support to the Joint DoDIN Operations Center (JDOC).
	+ Ensure Systems Administrator teams follow the established change management processes.
	+ Ensure the resolution of Tier 3 hardware and software problems and coordinate as needed for vendor tier 4 support.
	+ Recommend technical solutions for Enterprise Infrastructure management, design, and operations.
	+ Develops training materials on the proper use of hardware and software (TTPs, SOPs, KAs, etc).

  

**Experience/Training Desired:*** 5+ years of experience with managing enterprise IT teams in geographically separated locations supporting Operations and Maintenance (O&M) of servers (physical and virtual), Operating Systems (Windows, Linux, etc), databases (SQL, Oracle), collaboration tools (SharePoint, Teams, Jabber), virtualization technology, software applications, scripting, SANs, and computer security in an enterprise.
* 5+ years of experience with cloud-based solutions.
* 5+ years of experience in a virtual desktop enterprise environment.

  

**Education Required:*** BA/BS or equivalent with 10+ years of experience, or MS with 5+ years of experience.

  

**Certification(s) Required:*** DoD 8570 compliant:  

	+ IAT Level II or III Baseline Certification.
	+ Computing Environment (CE) Certificate.
	+ More Details: https://public.cyber.mil/wid/cwmp/dod-approved-8570-baseline-certifications

  

**Certification(s) Desired:*** Microsoft Administrator Certification (MCSA, MCSE, DP-300, AZ-104 etc.).
* IT Service Management Certification (ITIL v4).
* ISC2 - Certified Information Systems Security Professional (CISSP)

  

**Clearance Required:*** Must possess a fully adjudicated Top Secret clearance with the ability to obtain SCI.

  

**Travel Requirements:*** 0%. No travel required.

  

Work Requirements  

  

.cls-1{fill:none;stroke:#5b6670;stroke-miterlimit:10;stroke-width:2px}
  

Years of Experience
  

10 + years of related experience  

  

* may vary based on technical training, certification(s), **or** degree

  

.cls-2{fill:none;stroke:#5b6670;stroke-miterlimit:10;stroke-width:2px}
  

Certification  

  

Travel Required
  

None  

  

.cls-3{fill:none;stroke:#5d666f;stroke-miterlimit:10}
  

Citizenship
  

U.S. Citizenship Required  

  

About Our Work  

  

We are GDIT. A global technology and professional services company that delivers consulting, technology and mission services to every major agency across the U.S. government, defense and intelligence community. Our 30,000 experts extract the power of technology to create immediate value and deliver solutions at the edge of innovation. We operate across 30 countries worldwide, offering leading capabilities in digital modernization, AI/ML, Cloud, Cyber and application development. Together with our clients, we strive to create a safer, smarter world by harnessing the power of deep expertise and advanced technology.
  

  

GDIT is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or veteran status, or any other protected class."
