site,job_url,job_url_direct,title,company,location,job_type,date_posted,interval,min_amount,max_amount,currency,is_remote,emails,description,company_url,company_url_direct,company_addresses,company_industry,company_num_employees,company_revenue,company_description,logo_photo_url,banner_photo_url,ceo_name,ceo_photo_url
glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009136076235,,Treaty Reinsurance Analyst - Premium and Claims,CNA Insurance,"Chicago, IL",,2024-02-21,yearly,60811.0,86681.0,USD,False,leaveadministration@cna.com,"You have a clear vision of where your career can go. And we have the leadership to help you get there. At CNA, we strive to create a culture in which people know they matter and are part of something important, ensuring the abilities of all employees are used to their fullest potential.
CNA seeks to offer a comprehensive and competitive benefits package to our employees that helps them — and their family members — achieve their physical, financial, emotional and social wellbeing goals.  

  

For a detailed look at CNA’s benefits, check out our Candidate Guide.
Job Summary  

  

The Treaty Reinsurance Analyst position is part of our Corporate Reinsurance organization, CNA’s reinsurance operations group, specifically situated within the Treaty Administration Team.  

  

Under broad supervision, analyzes, reconciles, pays premium and compiles bordereaux under a variety of reinsurance treaties that relate to various underlying books of insurance policies. These treaties pull data from several underwriting and accounting systems, for which the candidate needs solid data management, Microsoft Excel, financial reconciliation, and/or accounting skills. Reconciles and processes reinsurance premium.
JOB DESCRIPTION:
Essential Duties & Responsibilities*Performs a combination of duties in accordance with departmental guidelines:** Works on ceded reinsurance premiums under treaties for payment of outstanding ceded payables due reinsurer markets.
* Researches, interprets and analyzes specific facts and applies insurance and reinsurance concepts to understand coverage and liability issues.
* Assists with the recovery of the balances of reinsurance treaty accounts by communicating with reinsurer/brokers for payment.
* Assists with monitoring errors and aging of outstanding reinsurance balances. Recommends corrective action with internal business partners to resolve anomalies.
* Supports treaty team with clearing sub-ledger payable and receivable balances.
* Contributes to making recommendations for process improvements on reinsurance treaty accounts.
* Completes quarterly SOX requirements on all treaty program process flows.
* Assists with claim audit preparation as required by internal audit guidelines.
* Monitors activity in multiple reinsurance e-mail boxes to ensure prompt response times to internal and external partners.
* Analyzes data, prepares, and presents reports to management

*May perform additional duties as assigned.*
Reporting Relationship
Manager or above  

Skills, Knowledge & Abilities* Knowledge of insurance/reinsurance accounting principles, practices and procedures.
* Good interpersonal and communication skills. Ability to effectively interact with all levels of CNA's internal and external business partners.
* Ability to work independently.
* Good analytical and problem solving skills.
* Ability to exercise independent judgement and effectively resolve reinsurance issues.
* Knowledge of Microsoft Office Suite as well as other business-related software.


Education & Experience* Bachelor's degree in accounting or finance preferred
* Typically a minimum one to two years in accounting or insurance experience.
* Reinsurance experience a plus.


#LI-MR1
#LI-Hybrid
CNA is committed to providing reasonable accommodations to qualified individuals with disabilities in the recruitment process. To request an accommodation, please contact leaveadministration@cna.com.",https://www.glassdoor.com/Overview/W-EI_IE121.htm,,,,,,,,,,
glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009069014496,,Data Analyst,South Side Healthy Community Organization,"Chicago, IL",,2024-01-11,yearly,53695.0,84602.0,USD,False,,"The Data Analyst combines their knowledge of databases and business development strategies to facilitate and inform data driven business decisions and monitoring through transformation of data into readable, goal-oriented reports/dashboards.


**ESSENTIAL JOB FUNCTIONS:**


*To perform this job successfully, an individual must be able to perform each essential job function satisfactorily. Reasonable accommodation may be made to enable individuals with disabilities to perform essential duties.*

* Develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality.
* Work directly with leadership and workgroups to identify priorities, gather data requirements, provide status updates, and establish channels of communication.
* Acquire data from primary or secondary data sources and maintain databases/data systems.
* Interpret data, analyze results using statistical techniques and assuring standardization in reporting to support the organization.
* Create presentations and provide custom and/or ongoing reports for internal teams and/or external stakeholders based on recommendations and findings.
* Identify, analyze, and interpret trends or patterns in large and/or complex data sets.
* Establish and understand KPIs to support and measure the effectiveness of business decisions as well as identify opportunities for improvement.
* Collaborate with internal and external stakeholders to support and report on KOMs to Health and Family Services (HFS) and foundational partners.
* Perform other duties as requested by senior management.


**TRAVEL REQUIRED:**


* Local travel to healthcare organizations – safety net hospitals, health systems and Federally Qualified Health Centers — on the South Side of Chicago may be required.


**QUALIFICATIONS:**


* Bachelor’s degree in related field (i.e., Mathematics, Economics, Computer Science, Information Management or Statistics) or equivalent experience required. Master’s degree preferred.
* Preferred certification or designation in Epidemiology
* Three years of related data analysis experience required.
* Technical expertise regarding data models, database design development, data mining and segmentation techniques
* Strong knowledge of and experience with reporting packages, databases (SQL etc.), programming (XML, JavaScript, etc.).
* Knowledge of statistics and experience using statistical packages for analyzing datasets (Excel, SPSS, SAS etc.)
* Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with diligence and accuracy.
* Adept at queries, report writing and presenting findings with high attention to detail.
* Excellent technical writing, analytic, critical thinking, and conceptual skills.
* Experience collaborating with clinicians is preferred.
* Strong PowerPoint skills and data visualization.",https://www.glassdoor.com/Overview/W-EI_IE9343403.htm,,,,,,,,,,
glassdoor,https://www.glassdoor.com/job-listing/j?jl=1009028783080,,Healthcare Data Analyst,Medical Home Network,"Chicago, IL",,2023-12-14,yearly,71000.0,95000.0,USD,False,,,https://www.glassdoor.com/Overview/W-EI_IE2364610.htm,,,,,,,,,,
glassdoor,https://www.glassdoor.com/job-listing/j?jl=1008986675780,,Data Analyst,Brillio Inc,"Rosemont, IL",,2023-11-18,,,,,False,,"**Company Description**  

Based out of Silicon Valley, Brillio leverages disruptive technology in data and digital to give clients competitive advantage. Our service model caters to clients in a slew of domains such as consulting, ideating, the art of the possible, rapid prototyping. Big Data Analytics and Digital Experiences such as IoT, Wearables, UX, Mobile,IP-led solutions and engineered software solutions. Our 2,500 odd employees serve more than 350 global clients, a significant number of whom are Fortune 500

 **Job Description*** A day in the Life of Data and Visualization Practitioner at Brillio
* You will partner closely with the Engagement Portfolio Leaders and Customers to deliver state of the art solutions engineered by Visualization Architects for easy insights consumption
* You will manage various modules in the project from a Quality, Timeline and Innovation perspective
* In your area of expertise mentor support practitioners and peer specialist.
* You’ll bring this to the table Customer Centricity o Understand your clients requirements and translate them into quality solutions
* You will work towards becoming a trusted partner with all your clients by regularly engaging with them, proactively evaluate and recommend technology innovation
* Timely delivery of projects Technical Domain Knowledge
* Use your technical knowledge in Visualization to deliver world class solutions
* Experience with Tableau is must Expertise in RDBMS concepts, PLSQLTSQL, Joins, Stored Procedures, Schema, etc.
* Experience in databased SQL Server, Oracle, Teradata etc.
* Invest time to continually upgrade self and teams technical and functional skills.
* Strong business acumen and ability to translate business problem into actionable insights by problem definition, structured problem solving, storytelling and application of design thinking principles Execution and Delivery Excellence
* Builds and ensures self team follow best practices, adhering to the processes and proactively identify and manage risks.

 **Qualifications*** Experience with Tableau is must Expertise in RDBMS concepts, PLSQLTSQL, Joins, Stored Procedures, Schema, etc.
* Experience in databased SQL Server, Oracle, Teradata etc.
* Invest time to continually upgrade self and teams technical and functional skills.

 **Additional Information**  

All your information will be kept confidential according to EEO guidelines.",https://www.glassdoor.com/Overview/W-EI_IE821879.htm,,,,,,,,,,
glassdoor,https://www.glassdoor.com/job-listing/j?jl=1008187436646,,Business Analyst -- Fully Remote,Locks Global Staffing LLC,"Chicago, IL",,2022-10-06,yearly,80000.0,120000.0,USD,False,,"Role is Predominantly Remote. Travel is paid for and project dependent.


We are one of the leading minority-owned management consulting firms in the nation. We have worked closely with blue-chip organizations across the public and private sector including local municipalities and state and federal agencies. Our services center around, but are not limited to, capital program development and delivery, transactional advisory services, cross departmental organizational change, IT transformation, and organizational alignment.


Our senior advisers bring a wealth of experience across all sectors. We focus on collaboration with our Clients to architect creative and effective solutions to deliver transformational programs!


**Responsibilities of this role:**

* Set up and facilitate meetings with Stakeholders to understand business processes, pain points, and project requirements
* Understand program needs and document clear and detailed business requirements, including the creation of process flows
* Acts as a translator between the stakeholder and other team members to help the business team understand the client’s vision
* Operate in both an Agile and traditional Waterfall environments while actively supporting deliverable creation and delivery
* Routinely record and send out meeting minutes, decisions, and action items to team members

**Qualifications**

* BA or BS is required
* 2+ years of experience as a Business Analyst or relevant professional experience in a variety of backgrounds and industries
* Experience working in and utilizing various business analysis techniques with Agile and or traditional project management principles
* Experience working as part of a multi-function project team, including interacting and following-up with multiple stakeholders including but not limited to program leaders, SMEs, process owners, IT staff, etc.

**Skills Required:**

* Strong analytical, planning, and organization skills
* Demonstrates strong time management skills and is able to manage competing demands
* Excellent presentation and written communication skills with experience interacting at all levels including at the executive level
* Solid understanding of and demonstrated experience in using project management tools such as PowerPoint, Excel, Microsoft Project, Visio, and all Office tools
* Ability to travel for work as needed
* Willingness to learn new skills and dedicated to self-growth",,,,,,,,,,,
zip_recruiter,https://www.ziprecruiter.com/jobs//j?lvk=EeL8h3S95sWbcScjBnOm_g,,Business Analyst Databricks,Nirvana Consulting Company,"Elk Grove Village, IL, USA",contract,2024-03-27,hourly,35.0,60.0,USD,,,"We are seeking a highly skilled and experienced Business Analyst with expertise in Databricks implementation to join our dynamic team. The ideal candidate will have a strong background in business analytics, with proven experience in leveraging Databricks to drive data-driven decision-making and business insights. This role involves working closely with both the IT and business units to understand their data analysis needs and implement effective Databricks solutions to meet these requirements.

Responsibilities:

* Collaborate with business stakeholders to understand their data analysis and reporting needs.
* Design and implement robust data models in Databricks to support business analytics.
* Develop, deploy, and maintain scalable and efficient Databricks notebooks and pipelines.
* Perform data extraction, transformation, and loading (ETL) processes using Databricks.
* Ensure data accuracy and integrity within the Databricks environment.
* Translate complex data findings into actionable business insights and recommendations.
* Train and support business users on Databricks functionalities and best practices.
* Stay updated with the latest Databricks features and data analytics trends to continuously improve business analytics capabilities.",,,,,,,,,,,
zip_recruiter,https://www.ziprecruiter.com/jobs//j?lvk=NE74c7kkQJYs7TsuYbO1Gg,,Customer Success Analyst / Data Analyst,Genesis Corp./New Journey AI LLC,"Chicago, IL, USA",,2024-03-27,hourly,35.0,50.0,USD,,,"**Genesis10 is currently seeking a Customer Success Analyst with our client in their Chicago, IL location. This is a 12 month + contract remote position.  
  
 Summary:** * Our client is the world's largest professional network, built to help members of all backgrounds and experiences achieve more in their careers.
* Our vision is to create economic opportunity for every member of the global workforce.
* Every day our members use our products to make connections, discovering opportunities, build skills and gain insights.
* We believe amazing things happen when we work together in an environment where everyone feels a true sense of belonging, and that what matters most in a candidate is having the skills needed to succeed.
* It inspires us to invest in our talent and support career growth.
* Join us to challenge yourself with work that matters.
* We trust each other to do our best work where it works best for us and our teams.
* This role offers both hybrid and remote work options.
* This means you can work from home and commute to a company office, depending on what's best for you and when it is important for your team to be together, or you can work remotely from most locations within the country listed for this role.
* As a Customer Success Analyst, you will partner closely with the Global Clients Team to ensure our largest corporate customers realize the maximum value from their investment.
* You will build and maintain strong professional relationships with our key global customers by supporting the Global Client Director (GCD) and Customer Success Manager (CSM) to coordinate operational tasks.
* This is a highly collaborative role, which requires excellent organization, clear communication, and a passion for using data to drive successful partnerships.

  **Responsibilities:** * Maintains a detailed knowledge of client's products and the impact they can have on our partners.
* Manages the process for creating business reviews including consolidating format, proof reading and pulling and analyzing standard reports.
* Completes ad-hoc report generation for customers using multiple systems to help customers understand impact of client partnership.
* Works with Point Customer Success Analysts to craft compelling data storytelling narratives anchored on key talent and learning objectives.
* Works within Dynamics to validate client contacts, update quarterly results and manage mail lists.
* Works with manager to optimize internal systems and processes to ensure the larger team is able to do their work efficiently.

  **Requirements:** * 2+yrs in a client-facing role and/or data analysis/reporting role.
* 2+ years of experience with SQL or PrestoSQL.
* 2+ years of experience with PowerBI.
* 2+ years of experience with Excel.
* Only candidates available and ready to work directly as Genesis10 employees will be considered for this position.

  **Desired:** * Past work experience within a SaaS environment.
* Experience working within Microsoft Dynamics.
* Excellent verbal and written communication skills with the ability to document and communicate with internal and external resources.
* Highly detail oriented and organized with ability to effectively prioritize and multi-task with a focus on customer engagement and retention.
* Proficiency with MS365.
* Proficiency with Generative AI efficiency tools.
* High energy and positive 'can do' attitude.
* Ability to work autonomously and be self-motivated.
* Exceptional attention to detail required to ensure accuracy and effective execution of all projects and tasks undertaken.

  **Suggested Skills:** * SQL
* Data Analysis
* Excel

  **Pay rate range:** $35.36 - $50.86 hourly.  
  
 **If you have the described qualifications and are interested in this exciting opportunity, please apply!**  
  
 Ranked a Top Staffing Firm in the U.S. by Staffing Industry Analysts for six consecutive years, Genesis10 puts thousands of consultants and employees to work across the United States every year in contract, contract-for-hire, and permanent placement roles. With more than 300 active clients, Genesis10 provides access to many of the Fortune 100 firms and a variety of mid-market organizations across the full spectrum of industry verticals.  
  
 **For contract roles, Genesis10 offers the benefits listed below. If this is a perm-placement opportunity, our recruiter can talk you through the unique benefits offered for that particular client.   
  
 Benefits of Working with Genesis10:** * Access to hundreds of clients, most who have been working with Genesis10 for 5-20+ years.
* The opportunity to have a career-home in Genesis10; many of our consultants have been working exclusively with Genesis10 for years.
* Access to an experienced, caring recruiting team (more than 7 years of experience, on average.)
* Behavioral Health Platform
* Medical, Dental, Vision
* Health Savings Account
* Voluntary Hospital Indemnity (Critical Illness & Accident)
* Voluntary Term Life Insurance
* 401K
* Sick Pay (for applicable states/municipalities)
* Commuter Benefits (Dallas, NYC, SF)
* Remote opportunities available

 For multiple years running, Genesis10 has been recognized as a Top Staffing Firm in the U.S., as a Best Company for Work-Life Balance, as a Best Company for Career Growth, for Diversity, and for Leadership, amongst others. To learn more and to view all our available career opportunities, please visit us at our website.   
 Genesis10 is an Equal Opportunity Employer. Candidates will receive consideration without regard to their race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran.",,,,,,,,,,,
zip_recruiter,https://www.ziprecruiter.com/jobs//j?lvk=386J6sZqNMu2TIjrACmFGQ,,Data Analyst,ARCO,"Chicago, IL, USA",,2024-03-27,monthly,28000.0,28000.0,USD,,,"We are seeking a talented **Data** **Analyst** to join our dynamic Innovation Department. The ideal candidate will possess strong Python development skills, exceptional **data** structuring and organizational ...",,,,,,,,,,,
zip_recruiter,https://www.ziprecruiter.com/jobs//j?lvk=jFBHnNmj8pE6tPOOUpmRcg,,Customer Success Analyst,Avispa Technology,"Chicago, IL, USA",fulltime,2024-03-27,hourly,35.0,40.0,USD,,,"**Customer Success Analyst 13507** 

A leading enterprise software solutions company is seeking a Customer Success Analyst . The successful candidate will build and maintain strong professional relationships with our key global customers by supporting the Global Client Director (GCD) and Customer Success Manager (CSM) to coordinate operational tasks. The ideal candidate has 2+ years of experience with SQL or PrestoSQL. The company offers a **great work environment.**

**Customer Success Analyst** **Pay and Benefits:**

* Hourly pay: **$35-$40/hr **(Pay varies based on candidate's location and experience)****
* Worksite: Leading professional development and networking company (Chicago, IL 60661 - Hybrid, Open to remote candidates located in the United States)
* W2 Employment, **Group Medical, Dental, Vision, Life,** **Retirement Savings Program**
* 40 hours/week, 12 Month Assignment

**Customer Success Analyst** **Responsibilities:**

* Maintains a detailed knowledge of our’s products and the impact they can have on our partners
* Manages the process for the creating business reviews including: consolidating format, proof reading and pulling and analyzing standard reports
* Completes ad-hoc report generation for customers using multiple systems to help customers understand impact of our partnership
* Works with Point Customer Success Analysts to craft compelling data storytelling narratives anchored on key talent and learning objectives
* Works within Dynamics to validate client contacts, update quarterly results and manage mail lists
* Works with manager to optimize internal systems and processes to ensure the larger team is able to do their work efficiently

**Customer Success Analyst** **Qualifications:**

* 2+ years in a client-facing role and/or data analysis/reporting role.
* 2+ years of experience with SQL or PrestoSQL.
* 2+ years of experience with PowerBI.
* 2+ years of experience with Excel.
* Past work experience within a SaaS environment.
* Experience working within Microsoft Dynamics.
* Excellent verbal and written communication skills with the ability to document and communicate with internal and external resources.
* Highly detail oriented and organized with ability to effectively prioritize and multi-task with a focus on customer engagement and retention.
* Proficiency with MS365.
* Proficiency with Generative AI efficiency tools.
* High energy and positive ‘can do’ attitude.
* Ability to work autonomously and be self-motivated.
* Exceptional attention to detail required to ensure accuracy and effective execution of all projects and tasks undertaken.",,,,,,,,,,,
zip_recruiter,https://www.ziprecruiter.com/jobs//j?lvk=vJX4ef4xoViezZ5141bNjg,,Business Analyst,Aditi Consulting,"Chicago, IL, USA",,2024-03-26,hourly,50.0,51.0,USD,,,"**Responsibilities:*** Conducts and facilitates requirement gathering sessions, Performs Fit/Gap Analysis, and develops and documents Business, and System Requirements as well as User Story and Use Case Scenarios.
* Conducts and facilitates Joint Application Design sessions and develops functional and technical design documentation for business process changes and report creation development.
* Performs and validates System Configuration and Set-ups in all test environments, conducts Conference Room Pilots, and deploys changes into Production.
* Ability to document test strategy, test plan and write test scenarios, cases, and scripts.
* Experience leading testing efforts including system, integration, and user acceptance, and preparing user training materials and delivering training to the user community.
* Provide project defect management.
* Conducts and facilitates business process analysis sessions and develops documentation of business process models, workflows, business requirements, use case scenarios, user story documentation, functional specifications and designs, and requirements traceability matrix.
* Implements PMO documentation standards and SDLC processes and provides process improvement recommendations.
* Efficiently performs assigned Level 2 Support tasks in the functional area for the relevant Business Applications.
* Drives resolutions for any support escalations from Business Leaders and Technical Support.

  
**Education:*** Bachelor’s degree or higher qualification in Computer Science, Information Technology, Business Administration or other similar quantitative field
* Certification(s) in PMI, PBA, CBAP, and/orITIL Type of Experience and

  
**Requirements:*** Minimum five years of related business analysis experience required
* Minimum five years of related data analysis experience required.
* Experience in Education (K-12) project or program work, preferred
* Strong analytical and problem-solving skills
* Strong organization skills and ability to multitask
* Strong communication skills
* Detail-oriented and ability to work independently and collaboratively

  
  
**Compensation:**  
The pay rate range above is the base hourly pay range that Aditi Consulting reasonably expects to pay someone for this position (compensation may vary outside of this range depending on several factors, including but not limited to, a candidate’s qualifications, skills, competencies, competencies, experience, location and end client requirements).  
  
**Benefits and Ancillaries:**  
Medical, dental, vision, PTO benefits and ancillaries may be available for eligible Aditi Consulting employees and vary based on the plan options selected by the employee.",,,,,,,,,,,
zip_recruiter,https://www.ziprecruiter.com/jobs//j?lvk=INR2_KHk-ZuiiIjImBY8BA,,Data Analyst (Hybrid in Chicago),Nextpoint,"Chicago, IL, USA",,2024-03-26,,,,,,,"**Job Description**  
**Data Analyst**

 



---

**About the Role**

In this role, the selected candidate will serve as a Data Analyst in our Chicago office on our client-facing Data Strategy Group on the larger Data Analytics Team. The successful applicant will be responsible for assisting clients and users with their complex data issues, escalating issues/bugs to the appropriate parties (as necessary) and developing systems and internal processes that make handling/manipulating large/complex datasets and legacy data platform migrations increasingly efficient and effective. The ideal candidate will use analytical, data manipulation, and problem-solving skills to ensure our clients are maximizing their investment in Nextpoint and achieving high levels of success. This is a fast paced and challenging role, but for the appropriate candidate that thrives on problem solving, leveraging/documenting learnings from prior data manipulation projects, and contributing to the evolution of the software, it is a great opportunity to be part of a fantastic and growing team.

  
 

**Responsibilities:**

* Strategize and execute large data import/migration needs
* Escalate tickets to the Software Engineering teams when necessary.
* Organize and oversee a personal data intake queue to ensure that all deadlines are being met and to update stakeholders.
* Contribute to an ever evolving library of findings, considerations, and scripts pertaining to legacy data migrations and complex data imports into the Nextpoint platform.
* Consult with clients regarding their complex data projects, provide pricing/project quotes, and provide progress updates/reports to the clients and end users, in concise, understandable terms.
* This role will be part of an on-call rotation for periodic after hours and weekend support (approximately on week every two months)
* This role is a hybrid in-office/remote with the expectation that 3 days out of the work week would be in the Chicago Nextpoint office.

 

**Qualifications:**

* 3-5 years’ of experience as a Data Analyst or similar role
* Bachelor’s Degree: in Engineering, Technology, Business, Legal or related fields; or significant relevant experience.
* Familiarity with file formats and document types from macOS and Windows applications and utilize third-party software to perform conversions when necessary
* Advanced skills with Excel (vlookups, macros, etc.).
* Experience using formulas in Excel to manipulate data.
* Create scripts to meet specific data service needs
* Experience with a support/ticketing/PM system such as Zendesk or Jira strongly preferred
* Ability to accurately determine a client’s requirements and take ownership of client requests.
* Experience with ESI (Electronically Stored Information) in a litigation environment is a plus.
* Experience with litigation support/e-Discovery software is a plus.
* Experience with document load files i.e. DAT, OPT, CSV, LFP etc.
* Experience with object-oriented development (Ruby, Java, Perl, Python, etc.) is a plus.
* Technical troubleshooting skills to understand and address data file issues, identify and navigate network problems, and diagnose various technical issues.
* Strong communication skills (written and verbal)
* Proven aptitude for working within tight deadlines and a fast paced environment
* High attention to detail, excellent organization, and client-service orientation skills.
* Has been vaccinated or will soon be vaccinated for Covid-19",,,,,,,,,,,
zip_recruiter,https://www.ziprecruiter.com/jobs//j?lvk=4JF93xuZkEkfyEj0-SVfRA,,Data Analytics/Data Science Analyst,Elevance Health,"Chicago, IL, USA",,2024-03-22,,,,,,"elevancehealthjobssupport@elevancehealth.comfor, elevancehealthjobssupport@elevancehealth.comfor","Description  
  
 **Data Analytics/Data Science Analyst**   
  
 **Location:**  This position will work a hybrid model (remote and office). An ideal candidate must live within 50 miles of one of our Elevance Health PulsePoint locations listed here: Chicago, IL; Indianapolis, IN; St. Louis, MO.   
  
 At  **Carelon Medical Benefits Management/Post Acute Services (MBM/PAS)**  , a proud member of the Elevance Health, Inc. family of companies, it's a powerful combination, and the foundation upon which we're creating greater access to care for our members, greater value for our customers, and greater health for our communities.   
  
 The  **Data Analytics/Data Science Analyst**  is responsible for analyzing, reporting and developing recommendations on data related to complex and varied business metrics. Typically provides technical assistance to lower level staff.   
  
 **How you will make an impact:** * Obtain, verify, analyze, and model financial target outcomes such as return-on-investment (ROI) and payback periods using claims and authorization data.
* Lead and/or actively participate in new solution strategy sessions with Carelon MBM/PAS medical directors and Solution Design consultants.
* Partner with Actuarial team members to validate cost model outcomes, savings modeling assumptions, and ROI recommendations.
* Identify medical cost, service utilization, service intensity, unit cost, and membership trends to identify new opportunities for product expansion.
* Understand cost levers of Carelon MBM/PAS services and make recommendations on program design.
* Accountable for developing a measurement system to assess financial performance of new solutions following implementation.
* Ensure that cost and saving model assumptions are tracking with actual solution performance.
* Structure and perform independent analyses and package findings for executive level stakeholders.
* Conduct exploratory research on medical finance and cost-of-care outcomes by publishing key cost trends and benchmarks.
* Analyzes data and summarizes performance using summary statistical procedures.
* Develops and analyzes business performance reports (e.g. for claims data, provider data, utilization data) and provides notations of performance deviations and anomalies.
* May require taking business issue and devising best way to develop appropriate diagnostic and/or tracking data that will translate business requirements into usable decision support tools.
* Establish actuarially-sound cost modeling and forecasting methodologies that accurately assess future business performance across new go-to-market solutions and capabilities.
* Use SQL, Excel, PowerPoint, and other tools to transform data into insights and report findings to internal and external business partners.

 **Minimum Qualifications:** * Requires a BS/BA degree in related field and a minimum of 3 years data analysis or related experience; or any combination of education and experience which would provide an equivalent background.

 **Highly Preferred Skills, Experiences and Competencies:** * Advanced SQL and Excel skills strongly preferred.

 **Preferred Skills, Experiences and Competencies:** * Intellectual curiosity, superior data mining skills, and the ability to distill financial impacts and levers and communicate them to non-technical audiences.
* Previous experience solving complex, medical cost-related problems using large healthcare data sets.
* Proven ability to empower analytics-driven business decisions, experience applying statistical concepts, data visualization skills, knowledge of medical claims data, and/or actuarial experience.
* Familiarity with medical management or population health programs is highly desired.
* Possess working knowledge of healthcare data and measurement standards such as ICD10, CPT/HCPCS, MS-DRG, DxCG, PMPM, and utilization per 1,000.
* Snowflake, R or Python a plus.
* Base statistical skills to analyze, display, describe and summarize data into actionable insights.
* Data visualization experience in QlikSense, Business Objects, Tableau, or other BI tools is a plus.
* Excellent organizational, analysis planning, and communication skills is critical.
* Ability to participate collaboratively on teams producing complex analyses.
* Healthcare Analytics consulting experience highly desired.

  
Please be advised that Elevance Health only accepts resumes for compensation from agencies that have a signed agreement with Elevance Health. Any unsolicited resumes, including those submitted to hiring managers, are deemed to be the property of Elevance Health.  
  
Who We Are  
  
Elevance Health is a health company dedicated to improving lives and communities - and making healthcare simpler. We are a Fortune 25 company with a longstanding history in the healthcare industry, looking for leaders at all levels of the organization who are passionate about making an impact on our members and the communities we serve.  
  
How We Work  
  
At Elevance Health, we are creating a culture that is designed to advance our strategy but will also lead to personal and professional growth for our associates. Our values and behaviors are the root of our culture. They are how we achieve our strategy, power our business outcomes and drive our shared success - for our consumers, our associates, our communities and our business.  
  
We offer a range of market-competitive total rewards that include merit increases, paid holidays, Paid Time Off, and incentive bonus programs (unless covered by a collective bargaining agreement), medical, dental, vision, short and long term disability benefits, 401(k) +match, stock purchase plan, life insurance, wellness programs and financial education resources, to name a few.  
  
Elevance Health operates in a Hybrid Workforce Strategy. Unless specified as primarily virtual by the hiring manager, associates are required to work at an Elevance Health location at least once per week, and potentially several times per week. Specific requirements and expectations for time onsite will be discussed as part of the hiring process. Candidates must reside within 50 miles or 1-hour commute each way of a relevant Elevance Health location.  
  
The health of our associates and communities is a top priority for Elevance Health. We require all new candidates in certain patient/member-facing roles to become vaccinated against COVID-19. If you are not vaccinated, your offer will be rescinded unless you provide an acceptable explanation. Elevance Health will also follow all relevant federal, state and local laws.  
  
Elevance Health is an Equal Employment Opportunity employer and all qualified applicants will receive consideration for employment without regard to age, citizenship status, color, creed, disability, ethnicity, genetic information, gender (including gender identity and gender expression), marital status, national origin, race, religion, sex, sexual orientation, veteran status or any other status or condition protected by applicable federal, state, or local laws. Applicants who require accommodation to participate in the job application process may contact elevancehealthjobssupport@elevancehealth.comfor assistance. Please be advised that Elevance Health only accepts resumes for compensation from agencies that have a signed agreement with Elevance Health. Any unsolicited resumes, including those submitted to hiring managers, are deemed to be the property of Elevance Health.

Who We Are

Elevance Health is a health company dedicated to improving lives and communities - and making healthcare simpler. We are a Fortune 25 company with a longstanding history in the healthcare industry, looking for leaders at all levels of the organization who are passionate about making an impact on our members and the communities we serve.

How We Work

At Elevance Health, we are creating a culture that is designed to advance our strategy but will also lead to personal and professional growth for our associates. Our values and behaviors are the root of our culture. They are how we achieve our strategy, power our business outcomes and drive our shared success - for our consumers, our associates, our communities and our business.

We offer a range of market-competitive total rewards that include merit increases, paid holidays, Paid Time Off, and incentive bonus programs (unless covered by a collective bargaining agreement), medical, dental, vision, short and long term disability benefits, 401(k) +match, stock purchase plan, life insurance, wellness programs and financial education resources, to name a few.

Elevance Health operates in a Hybrid Workforce Strategy. Unless specified as primarily virtual by the hiring manager, associates are required to work at an Elevance Health location at least once per week, and potentially several times per week. Specific requirements and expectations for time onsite will be discussed as part of the hiring process. Candidates must reside within 50 miles or 1-hour commute each way of a relevant Elevance Health location.

The health of our associates and communities is a top priority for Elevance Health. We require all new candidates in certain patient/member-facing roles to become vaccinated against COVID-19. If you are not vaccinated, your offer will be rescinded unless you provide an acceptable explanation. Elevance Health will also follow all relevant federal, state and local laws.

Elevance Health is an Equal Employment Opportunity employer and all qualified applicants will receive consideration for employment without regard to age, citizenship status, color, creed, disability, ethnicity, genetic information, gender (including gender identity and gender expression), marital status, national origin, race, religion, sex, sexual orientation, veteran status or any other status or condition protected by applicable federal, state, or local laws. Applicants who require accommodation to participate in the job application process may contact elevancehealthjobssupport@elevancehealth.comfor assistance.",,,,,,,,,,,
zip_recruiter,https://www.ziprecruiter.com/jobs//j?lvk=9JFk8QEriONmQtsub_asmQ,,Senior Business Reporting & Data Analyst,Discover Financial Services,"Chicago, IL, USA",,2024-03-21,yearly,65000.0,109800.0,USD,,,"Process information such as raw **data**, reports, numerical **analyses**, research results, validations, test results, etc. to understand the state of business operations, enabling operational process ...",,,,,,,,,,,
zip_recruiter,https://www.ziprecruiter.com/jobs//j?lvk=PfwokC208wlH__oa7dOAlQ,,Client Study Data Analyst - AmeriSpeak - Hybrid,NORC at the University of Chicago,"Chicago, IL, USA",,2024-03-20,yearly,59000.0,88000.0,USD,,,"Client Study **Data** **Analyst** - AmeriSpeak - Hybrid Apply now Job no: 502194 Work type: Regular Full-Time Location: Chicago - 55 East Monroe Street, IL Capability Area: AmeriSpeak JOB SUMMARY: AmeriSpeak ...",,,,,,,,,,,
