title,company,location,description
Data Security Analyst - Hybrid Working Arrangements,State of Colorado,"Denver, CO, USA","This point position will represent the Department in negotiating **data** sharing agreements, business associate agreements as well as conducting investigations of potential **security** breaches and ..."
Senior Electrical Engineer PE,Engineer Company,"Denver, CO, USA","**Job Description** 

● Coordinate with a team of field engineers capturing electrical systems information in manufacturing  
facilities.  
● Perform arc flash hazard analysis and generate reports and labels to customer specifications using  
software such as SKM.  
● Participate in regular meetings with customers and internal stakeholders to provide project status  
and/or technical information.  
● Train field engineers for electrical systems data capture.  
● Assist in preparing proposals and presenting to clients.

 

**Minimum Job Requirements**  
● Professional Engineering license  
● Degree in electrical engineering  
● 5+ years of experience in manufacturing and/or construction  
● Knowledge of electrical power and distribution systems including primary power, lighting, fire, security,  
and control systems  
● Experience in performing electrical power studies such as load flow, short circuit, device coordination,  
arc flash etc. using softwares such as SKM, ETAP or Easypower.

**Benefits**  
● Health Insurance  
● 401(k) savings plan with match  
● Paid time off"
"Optical Engineer, Laser",Arete,"Louisville, CO, USA","... complex **security** challenges. We strive for an inclusive, collaborative team environment that ... This role also demands the analysis of experimental **data** to validate system performance theories. A ..."
Security -Unarmed,LFL INTERNATIONAL INC,"Denver, CO, USA","LFL International Inc. is seeking temporary, part-time and full-time unarmed security guards for employment opportunities in commercial facility settings. Hours vary by job assignments.

  
ESSENTIAL DUTIES AND RESPONSIBILITIES:  
Specific duties will be outlined in assigned post orders. Duties may include the following; other duties may be assigned on a project :  
• Follows all assigned post orders, both general and specific;  
• Patrols and or monitors buildings and public commercial store areas  
• Inspects assigned areas and records data for management  
• Watches for and reports irregularities such as fire hazards, leaking water pipes, and security doors left unlocked;  
• Notifies staff of presence of persons with questionable reputations;  
• Sounds alarm or calls police or fire department by telephone in case of fire or presence of unauthorized persons;  
• Assists management and enforcement officers in emergency situations;  
• Contacts supervisor by radio or telephone to report irregularities and obtain further instructions;

  
SUPERVISORY RESPONSIBILITIES:  
This job has no supervisory responsibilities.  
Security officers are subject to supervision from client project supervisors and company project managers

Job Requirements:  
COMPETENCY:  
To perform the job successfully, an individual should demonstrate the following competencies:  
• Problem Solving - Identifies and resolves problems in a timely manner; Uses reason even when dealing with emotional topics;  
• Technical Skills - Assesses own strengths and weaknesses; Pursues training and development opportunities; Strives to continuously build knowledge and skills;  
• Customer Service - Manages difficult or emotional customer situations; Responds promptly to customer needs; Solicits customer feedback to improve service ; Responds to requests for service and assistance; Meets commitments;  
• Interpersonal Skills - Focuses on solving conflict, not blaming; Maintains confidentiality; Listens to others without interrupting; Keeps emotions under control;  
• Oral Communication – Able to speak and understand English language; Speaks clearly and persuasively in positive or negative situations; Listens and gets clarification; Responds well to questions; Participates in meetings;  
• Written Communication - Writes clearly and informatively; Edits work for spelling and grammar; Able to read and interpret written English;  
• Teamwork - Balances team and individual responsibilities; Gives and welcomes feedback; Contributes to building a positive team spirit;  
• Diversity - Demonstrates knowledge of EEO policy; Shows respect and sensitivity for cultural differences; Promotes a harassment-free environment;  
• Ethics - Treats people with respect; Keeps commitments; Inspires the trust of others; Works with integrity and ethically; Upholds organizational values;  
• Organizational Support - Follows policies and procedures; Completes administrative tasks correctly and on time; Supports organization's goals and values;  
• Judgment - Displays willingness to make decisions; Exhibits sound and accurate judgment; Supports and explains reasoning for decisions; Includes appropriate people in decision-making process; Makes timely decisions;  
• Professionalism - Approaches others in a tactful manner; Reacts well under pressure; Treats others with respect and consideration regardless of their status or position; Accepts responsibility for own actions; Follows through on commitments;  
• Quality - Demonstrates accuracy and thoroughness;  
• Safety and Security - Observes safety and security procedures; Determines appropriate action beyond guidelines; Reports potentially unsafe conditions ; Uses equipment and materials properly;  
• Adaptability - Adapts to changes in the work environment; Changes approach or method to best fit the situation; Able to deal with frequent change, delays, or unexpected events;  
• Attendance/Punctuality - Is consistently at work and on time; Ensures work responsibilities are covered when absent; Arrives at meetings and appointments on time;  
• Dependability - Follows instructions, responds to management direction; Takes responsibility for own actions; Keeps commitments; Commits to long hours of work when necessary to reach goals.; Completes tasks on time or notifies appropriate person with an alternate plan;  
• Initiative - Volunteers readily; Asks for and offers help when needed.  
QUALIFICATIONS:  
To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skill, and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.  
EDUCATION AND/OR EXPERIENCE:  
High school diploma or general education degree (GED); or one to three months related experience and/or training; or equivalent combination of education and experience.  
LANGUAGE SKILLS:  
Ability to read and comprehend simple instructions, short correspondence, and memos. Ability to write simple correspondence. Ability to effectively present information in one-on-one and small group situations to customers, clients, and other employees of the organization.  
MATHEMATICAL SKILLS:  
Ability to add, subtract, multiply, and divide in all units of measure, using whole numbers, common fractions, and decimals.  
REASONING ABILITY:  
Ability to apply common sense understanding to carry out instructions furnished in written, oral, or diagram form. Ability to deal with problems involving several concrete variables in standardized situations.  
COMPUTER SKILLS:  
Some posts may require an individual to have knowledge of Internet programs, Word Processing software and other software as required.  
CERTIFICATES, LICENSES, REGISTRATIONS:  
City and County of Denver Assignments only: Security Officer License  
OTHER QUALIFICATIONS:  
Ability to pass a criminal background check.  
PHYSICAL DEMANDS:  
The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job.  
While performing the duties of this Job, the employee is regularly required to stand; walk; sit and talk or hear. The employee is frequently required to use hands to finger, handle, or feel. The employee is occasionally required to reach with hands and arms; climb or balance and stoop, kneel, crouch, or crawl. The employee must occasionally lift and/or move up to 25 pounds. Specific vision abilities required by this job include close vision, distance vision, depth perception, ability to adjust focus and ability to see and distinguish basic colors.  
Employees must be able to hear within normal speech range and alarm range.  
Employees must be able to move quickly in any emergency and must be capable of handling portable fire extinguishers and other related equipment when necessary.

  
WORK ENVIRONMENT:  
Specific environment varies by post.

  
Job Type: Part-Time and Full-time

  
Experience:  
• Customer Service: 1 year (Preferred)  
• Security: 1 year (Preferred)"
FileMaker Administrator,"JGMS Government Services, LLC","Golden, CO, USA","**FileMaker Administrator** 

We are searching for a FileMaker Systems Administrator to join our team in Golden, CO! This position is full-time located on-site and remote.

Compensation: $53,000-$63,000 annually with a great benefits package!

Scope of Work

As a FileMaker administrator, you will be responsible for the maintenance and optimization of our FileMaker databases and applications. Your primary goal will be to ensure the smooth functioning, security, and efficiency of our FileMaker systems, while collaborating with stakeholders to understand their requirements and providing effective solutions. This role requires strong technical expertise, problem-solving skills, and the ability to work independently as part of a team.

* Systems Administration: Manage and administer our FileMaker Servers, including user access control, security settings, and data backups. Monitor system performance and troubleshoot issues to ensure optimal functionality.
* Data Management: Ensure data quality and security and manage data import/export processes. Develop and maintain documentation related to database/application structure, workflows, and procedures.
* Collaboration and Coordination: Collaborate with cross-functional teams and stakeholders to provide effective solutions. Coordinate systems upgrades, patches, and new feature implementations.
* Performance Optimization: Identify opportunities for performance improvement to enhance system performance and user experience.
* Research and Innovation: Stay updated with the latest FileMaker trends, tools, and techniques. Explore innovative ways to leverage Filemaker technology to improve business processes and productivity.

Required Knowledge, Skills and Abilities

* Proven experience as a FileMaker Admin or Developer, with a strong understanding of FileMaker Pro, FileMaker Server, and related technologies.
* Proficient in FileMaker development, scripting, layout design, and integration with other systems.
* Experience with administering FileMaker Server, managing user access, and ensuring system security.
* Strong problem-solving skills and ability to diagnose and resolve technical issues.
* Strong attention to detail and organizational skills
* Ability to work independently and as part of a team, with a proactive and self-motivated attitude.

Education

Bachelor’s degree in computer science, information systems, or a related field (or equivalent experience).

Background Check and Screenings

A pre-employment drug screening and background review that includes checks of personal references, credit, law enforcement records, and employment/education verification is required."
AV/Security/Low Voltage Estimator,High Country Low Voltage LLC,"Golden, CO, USA","At High Country Low Voltage LLC, we bring client interactions to life with the latest in complex system integration. Our commitment is to uphold our stellar reputation in the market by bringing excellent job quality and great communication to every project.

Our vision is to provide our team members with fun, rewarding work in a ""family"" environment that gives them the time and money to have the quality of life they want. All team members are Stakeholders, act as if they are owners of the business and share in the company's profits.

We are currently seeking a skilled AV/Security/Low Voltage Estimator with specialized knowledge in audiovisual, security CCTV and Access Control systems, as well as voice & data systems.

**Responsibilities:**

* Conduct thorough assessments of project needs. Undertake site surveys to collect vital data and determine project scope. Interpret architectural designs, blueprints, and technical details to comprehend project specifics and draft accurate
* estimates.
* Engage with clients, subcontractors, and suppliers to collect essential details for the estimation process.
* Use industry insights and experience to produce detailed cost predictions, bids, and proposals for audiovisual, security and low voltage projects.
* Confirm all estimations align with company guidelines, best practices in the industry, and local construction codes.
* Partner with the project management team to fine-tune project designs and schedules based on estimates.
* Stay updated on industry shifts, product developments, and legislative alterations associated with audiovisual, security and low voltage tech.
* Offer technical guidance during the bid and negotiation phases of projects.
* Partner with internal departments to guarantee a seamless transition of estimated projects to the operational team. Build and Maintain relationships with General Contractors and Electrical Contractors in the area
* Follow up on all bids sent and gain competitive intelligence

**Requirements:**

* Proven background as an Estimator in the domains of AudioVisual Systems (ex: Video Conferencing Equipment, LED Video Walls) CCTV, Access Control, DAS, and voice & data systems.
* In-depth knowledge of systems and components.
* Capability to read and decipher architectural layouts, blueprints, and technical details.
* Awareness of local building norms and guidelines concerning security systems and low voltage setups.
* Proficient in design software and utilities for plan review and analysis.
* Outstanding analytical and arithmetic abilities for precise cost prediction.
* Effective communication and interpersonal aptitudes for smooth interactions with clients, subcontractors, and company teams.
* Detail-focused with the capacity to manage multiple tasks and meet set deadlines.
* Knowledge of industry norms, best practices, and emerging tech in av, security and low voltage sectors.
* An autonomous individual who can work without supervision and collaboratively.

**Compensation &** **Benefits:**

Base Salary of $75,000. Plus commission annually, commensurate of experience.

* Gas Card
* Full medical, Dental, Vision Insurance.
* 401k with company match.
* Paid time off accrual.

**Benefits:**

* 401(k) matching
* Dental insurance
* Health insurance
* Life insurance
* Paid Time Off
* Vision Insurance

**Schedule**

* 8 hour shift Monday to Friday Ability to commute/relocate:
* Reliably commute or planning to relocate before starting work (Required)

**Experience:**

* Low Voltage Estimation: 3+ years (Preferred)
* License/Certification: Driver's License (Required) RCDD(Preferred)

Work Location: In person/remote"
Data Center Customer Operations Technician I,Nexeo Staffing,"Denver, CO, USA","Nexeo HR is seeking a professional, detail orientated individual for a Data Center Customer Operations Technician I job in the Denver, CO area. Are you looking to join a fun team of mission critical workers in an exciting industry? Come and work with us and deliver first-class service to our data center customers!

  


**Responsibilities**

•Process customer requests for remote hands assistance via email protocol in a timely manner.

•Install, test, and modify cross connects per LOA’s and ensure proper cable management of; coax, fiber, twisted pair copper, and intra-building cross connects.

•Work directly with colocation customers to isolate and troubleshoot issues as necessary.

•Layer 1 cable testing, including light testing, continuity – Transmit/Receive, DB Loss Level, head-to-head testing.

•Thoroughly document all work in support of customer requests and execution of installation tasks, utilizing internal systems.

•Perform and complete remote hands work orders to process cross connects, mine cables without disrupting services to any other existing data cabling on facility ladder rack or fiber trough.

•Prioritize and resolve trouble tickets efficiently. Troubleshoot technical issues by identifying and repairing any problems quickly. Cable termination and testing, and maintenance work.

•Perform and execute installation/de-installation projects that would include the racking and stacking, dressing cabling and labeling. Perform cross connect audits.

•Participate in cage demolition which requires work with ladders and various hand tools to remove cage infrastructure.

•Assist customers with shipping and receiving equipment. Help maintain inventory and equipment management.

•Label all equipment per established procedures and help solidify best practices for teamwork efficiency.

•Perform additional/other duties as assigned such as (but not limited to): assisting with physical security (monitoring and controlling access to the data center), cleanliness and appearance of rooms (including physical clean-up) and shipping/receiving duties.

•Technicians will acquire specific job skills and learn company procedures to complete tasks and assignments.

  


**Qualifications**

•Basic knowledge of fundamentals/best practices of cabling media types. Technical experience in an IT environment preferred. IT certification desired.

•Understanding of all OSI layers, TCP/IP model and associated protocols such as DNS is desired.

•Demonstrates the ability to effectively troubleshoot Layer 1-3 issues (physical, data link and network layers). An understanding of TIA/EIA-568 and IEEE 802.3 Ethernet fundamentals is desired.

•Computer competency in Microsoft Office including Outlook & Excel, also database software, and mobile app use.

•2 years of experience in facilities/telecom industry preferred.

•Pass background check and security screening, provide professional references.

•Ability to climb, stoop, kneel, and climb ladders when needed. Lifting equipment required up to and more than 50lbs.

•Comfortable in a fast-paced environment with urgent requests and changing priorities.

•Good problem-solving skills, ability to communicate well with customers and coworkers. Provide great customer service with a positive attitude and effective communication.

•Quick learner who can handle critical issues as they arise and ability to multi-task job duties.

•Strong work ethic and desire to be part of a team.

•High School Diploma or greater.

  


**Pay**

$25.00 - $30.00 Per Hour

  


**Schedule**

Day Shift | Monday – Friday | 8:00am – 5:00pm |

*Must be able to work outside normal business hours according to business needs i.e. technician rotation schedule, weekends, nights, holidays and on call.*

  


**Nexeo Benefits**

•Medical, Dental, Vision, Limited Life, Short-Term Disability.

•Refer a Friend Bonus | Other Financial Incentives (Bonuses).

•Weekly Pay | Direct Deposit | Rapid Pay Card.

•Employee of the Month.

•Hassle-Free Job Search: A Nexeo Recruiter is always available to assist you.

  


**Questions?**

**Call or text our office today!**

With 100+ jobs available, we're sure to find a job for you.

(P) (801) 877-5439

  


Nexeo provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability, sexual orientation, or genetics. In addition to federal law requirements, Nexeo complies with applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation, and training. Nexeo expressly prohibits any form of workplace harassment based on race, color, religion, gender, sexual orientation, gender identity or expression, national origin, age, genetic information, disability, or veteran status.

  


Data Center Engineering Tech 1 | Customer Data Technician | Data Systems Technician | Data and Customer Service | Data Center Engineer Jobs Near Me | Customer Operations | MMR Technician | Technical Troubleshooting | Data Jobs in Denver, CO | Statistical Assistant |

  


INDEN"
Data Center Security Monitor (TS++),Amentum,"Denver, CO, USA",Amentum is looking for **security**-minded and energetic individuals to start or extend their careers in national **security**. We work with customers in the Intelligence Community (IC) to provide vital ...
Director of Technology,Sprinkles Cupcakes,"Austin, TX",
Senior Information Assurance and Security Specialist,Peraton,United States,
Regional Manager,National Protective Service,"Austin, TX",
Access Control Officer | On-Call,Sitemetric,"Pflugerville, TX",
Bilingual Medical Coordinator-2 years of surgical experience (required),Austin Smiles - The Austin Plastic Surgery Foundation,"Austin, TX",
Electrician Swing Shift- 31659,The University of Texas at Austin Facilities Services,"Austin, TX",
Registered Nurse (RN),Texas NeuroRehab Center,"Austin, TX",
Safety Specialist II- 31291,The University of Texas at Austin Facilities Services,"Austin, TX",
ERS - Investment Accounting & Cash Processing Supervisor,EMPLOYEES RETIREMENT SYSTEM,"Austin, TX",
Capsule Device Integration Consultant,Impulse Strategic Solutions,United States,
Associate Attorney Leading to Partner For Securities Law Firm,"Forman Law Firm, P. C.","Austin, TX",
Principal Antenna Design Engineer,Verus Research,United States,
Respiratory Therapist,Baylor Scott & White Health,"Lakeway, TX",
Electronic Technician I/Fire Alarms Swing Shift- 30435,The University of Texas at Austin Facilities Services,"Austin, TX",
Principal Security Software Engineer,Indeed,"Austin, TX",
Privacy Analyst (Engineering Focus),Avance Consulting,"Austin, TX, USA","* 
Candidate should have CIPP/E certificate and one of these CIPM, or CIPT, or CIPP/US)

* 
Looking for LLB (bachelor in law or higher) or a Juris Doctor (JD)

* 
Candidate should be from IAAP (International Association of Privacy Professionals)


Privacy Analyst (Engineering Focus) - Job RequirementsSummary:

We are seeking a highly motivated and skilled Privacy Analyst with an engineering mindset to assist our Cloud Privacy team. This individual will play a critical role in assessing the privacy implications of new and existing cloud technologies, products, and services. They will work closely with engineering teams to integrate privacy considerations throughout the software development lifecycle and champion responsible data practices.

**Key Duties and Responsibilities:**

· Analyze privacy risks and compliance requirements associated with new cloud technologies, products, and services.

· Conduct data flow assessments of cloud-based systems and identify potential privacy impacts on individuals.

· Develop clear and concise privacy impact assessments (PIAs) for cloud projects and advise on mitigation strategies.

· Review data collection practices, data usage policies, and privacy notices for cloud offerings for accuracy and compliance.

· Collaborate with cloud engineering teams to design and implement privacy-enhancing technologies and features.

· Guide cloud engineering teams on best practices for data minimization, anonymization, and encryption techniques in the cloud.

· Stay abreast of evolving privacy regulations and legislation, including GDPR, CCPA, and others, as they apply to cloud environments.

· Assist with incident response and data breach investigations in the cloud as needed.

· Communicate effectively with stakeholders across various departments to promote cloud privacy awareness and compliance.

· Develop and maintain documentation on cloud-specific privacy policies, procedures, and controls.

· Continuously develop and enhance knowledge of privacy best practices and emerging technologies in the cloud landscape.

**Qualifications:**

· Bachelor's degree in Computer Science, Engineering, Law, or a related field.

· Minimum of 2 years of experience in a privacy or data protection role, preferably with a focus on cloud technologies.

· Strong understanding of privacy principles, frameworks, and regulations (GDPR, CCPA, etc.) in the context of cloud services.

· Knowledge of data security principles and threat modeling techniques, particularly as applied to cloud environments.

· Familiarity with privacy-enhancing technologies (PETs) and their implementation within cloud infrastructure.

· Experience conducting data flow assessments, privacy impact assessments (PIAs), and risk mitigation strategies for cloud projects.

· Excellent analytical and problem-solving skills with a detail-oriented approach to cloud privacy issues.

· Ability to communicate complex technical information about cloud systems and data clearly and concisely to both technical and non-technical audiences.

· Strong interpersonal skills and ability to collaborate effectively with cross-functional teams involved in cloud development and operations.

· Self-motivated and proactive with a strong work ethic and ability to learn quickly in the dynamic cloud environment.

· Ability to prioritize tasks effectively and manage multiple projects simultaneously within the cloud environment.

· Strong written and verbal communication skills, with the ability to create clear and concise documentation related to cloud privacy practices.

**Preferred Skills:**

· Experience working with Agile development methodologies for cloud projects.

· Experience working with cloud-based technologies (e.g., AWS, GCP, Azure) and their specific privacy functionalities.

· Familiarity with privacy-enhancing technologies (PETs) such as differential privacy, homomorphic encryption, and secure multi-party computation in the context of cloud services.

· Programming skills in Python, Java, or other relevant languages commonly used in cloud development.

· Certifications in privacy frameworks such as CIPP/E, CIPM, or others, with a focus on cloud technologies."
FLSA.Austin,D F W Security Protective Force LLC,"Austin, TX, USA","Be proud of where you work. DFW Protective Security Force (DFWPSF) is one of the nation's largest privately held security companies, providing a range of security services for commercial high rises, residential communities, manufacturing facilities, government buildings, banks, and more. We believe that people come first, and that investing in our employees is one of the most important aspects of business. Be proud of where you work. DFW Protective Security Force (DFWPSF) is one of the nation's largest privately held security companies, providing a range of security services for commercial high rises, residential communities, manufacturing facilities, government buildings, banks, and more. We believe that people come first, and that investing in our employees is one of the most important aspects of business. And now we want you to join our team.

**Disclaimer:**

This job description reflects management’s assignment of essential functions; it does not prescribe or restrict the tasks that may be assigned.

Requirements shall include, but not be limited to, ensuring that only authorized personnel are on premises, verification of parking permits for parking on bus yard, direct traffic for the delivery of products to shipping and receiving and assistance in the evacuation of the bus yard in case of an emergency the back-up security personnel.

Security Personnel shall be ever vigilant to detect and report any persons attempting to gain unauthorized access to the property.

**Supervisor**

Rover supervisor will report to the account manager and assist the account manager with managing daily operations and performance of security personnel, through the direction of the PSA and Public Safety Management.

The rover supervisor’s primary responsibility is to patrol all security posts, conduct audits, provide training and direction, and serve as a resource to support security personnel in their daily responsibilities. The rover supervisor will also be responsible for covering the account manager’s position and performing the account manager’s requirement in his/her absence.

The rover supervisor shall be ever vigilant to detect and report any persons attempting to gain unauthorized access to the property.

**Job Requirements**

* **Must be 21 years or older.**
* **Must be US citizen or US Resident**
* **Must pass background check and physical/drug screening (5 panels)**
* **Must have a valid Security License as required by the State of Texas**
* **Must have at least two (2) years in one of the following: law enforcement, military, or facility security**
* **Must have a High School diploma or GED.**
* **Security personnel must possess the capability of operating a computer with basic data input skills, for example, sending and receiving emails.**
* **Be literate in the English language to the extent of reading and understanding printed regulations, written verbal Orders, and instructions and writing of reports.**

**Work Environment and Schedule**

* Job operates in client sites which could be indoors or outdoors.
* Position requires prolonged standing and walking, in the performance of daily security activities.
* Open availability Nights, Weekends, Holidays, and overtime as directed (overtime occurs).
* Work various shifts and Holidays as assigned.

Job Types: Full-time, Part-time

Benefits:

* Dental insurance
* Health insurance
* Vision insurance

Experience level:

* 1 year

Schedule:

* 8-hour shift
* Day shift
* Evening shift
* Monday to Friday
* Night shift
* Overnight shift
* Weekend availability
* On call

Ability to commute/relocate:

* Austin, TX: Reliably commute or planning to relocate before starting work (Required)"
"Rubrik - Sales Development Representative Intern, application via RippleMatch",RippleMatch Opportunities,"Austin, TX, USA","With Zero Trust **Data** **Security**, Rubrik helps organizations achieve business resilience against cyberattacks, malicious insiders, and operational disruptions. Rubrik **Security** Cloud, powered by machine ..."
Part Time Temporary Finances Account Assistant,Peek Law Group PLLC,"Austin, TX, USA","**Position: Temporary Finances Account Assistant Part-Time**  
**Location:**  
1406 Waller St. Austin, TX. 78702  
  
**Duration:**  
Temporary / Project-Based (Approximately 6 months to 1 year)  
  
**Pay Rate:**  
$16 per hour  
  
**About Us:**  
Peek Law Group is an established 20-year Austin firm focused on the practice of Criminal Defense and Immigration law. We are a valued driven team with a family atmosphere, and getting the right culture fit is essential to us.   
We are currently seeking a temporary worker to assist with a Finance Project, which aims to manage and report on client funds accurately and efficiently.  
  
**Role Overview:**  
The Finances Account Assistant will be primarily responsible for conducting a thorough review of our daily transactions over the time, with the goal of reconciling each transaction with the appropriate client. This role requires a keen eye for detail, focus during extended time, analytical reasoning, and a foundation in accounting principles.  
  
**Key Responsibilities:**  
 Provide administrative support for the Finances project, including data entry and file management.  
 Communicate effectively with internal teams and external parties as required.  
 Conduct a detailed review of all transactions.  
 Accurately reconcile each transaction with the corresponding client account.  
 Identify and resolve discrepancies in transaction records and client accounts.  
 Collaborate with the legal and accounting team to ensure accurate record keeping and compliance with all regulatory requirements.  
 Maintain strict confidentiality and security of all financial records and client information.  
 Perform additional tasks related to the Finances projects as needed.  
 **Requirements:**  
 Background in accounting or a related field.  
 Demonstrated understanding of financial principles and accounting practices.  
 Excellent analytical, organizational, and problem-solving skills.  
 Proficiency in Microsoft Office Suite, especially Excel.  
 Ability to handle confidential information with integrity.  
 Strong attention to detail and accuracy.  
 Effective communication skills, both written and verbal.  
 Ability to work independently and as part of a team.  
 Has a strong affinity for problem solving and enjoys tackling complex challenges (or in other words enjoys doing puzzles!)  
  
**Desired, but Not Required:**  
 Trust accounts or financial experience preferred  
  
**How to Apply:**  
Please submit your resume in English to hr@peeklawgroup.com. Include Finances Account Assistant in the subject line of your email. Following your submission, we will contact you with the next steps in the application process."
Credit and Collections Specialist,LHH Recruitment Solutions,"Cedar Park, TX, USA","LHH is with seeking a motivated and detail-oriented Credit and Collections Specialist for our client in the Cedar Park area. As a Collections Specialist, you will be responsible for managing a portfolio of accounts and updating customers and resolving any billing issues. The successful candidate will have excellent communication skills and be able to work independently in a fast-paced environment. This is a direct hire position paying $60k-$65k per hour. If you enjoy working with a tenured team, boost team morale, then please apply today. 

**Responsibilities:**

1. 
Responsible for managing aging reports correlated to your assigned portfolio of accounts

3. 
Direct all billing and reporting activities in accordance to deadlines

5. 
Document all customer payments to the right reports

7. 
Update customer files to ensure data integrity

9. 
Responsible for running and analyzing credit reports, references, and financial information to determine credit worthiness and credit limits

11. 
Review lien / bond filing dates to ensure collectability of AR portfolio


Qualifications:

1. 
Minimum of three years of commercial collections experience

3. 
Strong communication and decision making skills 

5. 
Experience working in multiple ERP Systems

7. 
Strong Excel-able to work with pivot tables and v-lookups


  
  
**Pay Details:** $60,000.00 to $65,000.00 per year  
  
**Search managed by:** Crystal Molis   
  
Equal Opportunity Employer/Veterans/Disabled  
  
To read our Candidate Privacy Information Statement, which explains how we will use your information, please navigate to https://www.lhh.com/us/en/candidate-privacy  
  
The Company will consider qualified applicants with arrest and conviction records subject to federal contractor requirements and/or security clearance requirements."
"Software Engineer Intern- Hybrid (Austin, TX)",Staples,"Austin, TX, USA","JOB DESCRIPTION  
  
**Hybrid Opportunity 40 hours per week at $18 per hour Austin, Texas Location**  
  
As a Staples USR Digital Solutions Intern, you will be part of a fast-paced, cross-functional team responsible for delivering world class software solutions that will be utilized across the retail setting. You will be challenged with identifying innovative ideas and proof of concept to deliver against the existing and future needs of our growing business.  
  
The Staples Summer Internship Program is full time position for 10-12 weeks. As a member of our Software Engineering team, all interns will have regularly assigned work, will participate in team meetings and events, have an opportunity to network with other professionals in the field, and serve as a fully functioning member of our dynamic team. There will be ample opportunity to work collaboratively with other software engineering professionals on assignments that address current business issues and challenges them to build on their knowledge base and skill set.  
  
**Responsibilities:** Your responsibilities as an Intern will vary based on the specific role and organization, and may involve:  
* Gathering business requirements and collaborating with business partners.
* Researching, designing, testing, deploying and maintaining software solutions.
* Interacting with engineers and other cross-functional teams such as Product Management, Release Engineering, Quality Engineering, Data Science, Data Security or Operations, to develop innovative solutions that meet Retail needs with respect to functionality, performance, scalability, reliability, realistic implementation schedules, and adherence to development goals and principles.
* Identifying and fixing stability/scalability issues in a very time critical environment.
* Participating in implementations, helping to resolve issues, and developing industry and product technical expertise.

**Basic Qualifications:**  
* Currently pursuing a Bachelor's degree (rising junior or senior) or Master's degree in computer science, software engineering, data science/analytics, data security or related technology fields.
* Requires a GPA of 3.0 or higher

**Preferred Qualifications:**  
* Strong understanding of React and/or Angular
* Be collaborative and flexible, with a positive attitude and focus on achieving results
* Excellent data analysis skills and keen intellectual curiosity
* Ability to analyze and improve processes
* Knowledge and ability to adopt project management practices
* Experience in systems software or algorithms
* Familiarity with TCP/IP and network architecture
* Interest in Data Management
* Knowledge of database technologies such as RDBMS, SQL & NoSQL technologies
* Familiarity with REST or SOAP webservices
* Knowledge of UNIX/Linux or Windows environments and APIs
* Perform solution analysis, translating requirements into design specifications
* Writing fully testable, high-quality code
* Input in the team's front-end architecture and technology roadmap
* Working with backend APIs to retrieve data.
* Support the team through QA and deployments.
* Strong verbal and written communication skills
* Strong time management and organization skills and ability to balance multiple priorities
* Enthusiastic about generating innovative ideas, approaches and solutions to complex problems and opportunities

Staples is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, gender identity, sexual orientation, age, national origin, protected veteran status, disability, or any other basis protected by federal, state, or local law.  
  
ABOUT US  
  
 The world of working and learning has changed. This is your opportunity to be a part of a brand transformation and growth strategy within the retail industry. Staples is helping our customers and community discover innovative products, services, and inspiration that unlock what's possible, while empowering you to unlock your potential. Our people are the heart of our success and there has never been a better time to join us as we lead the way in a new era of working and learning.   
  
Want to learn more about Staples Stores? Visit RetailCareers.Staples.com for information and to learn about our career opportunities.  
  
Learn more about the employee benefits, programs and perks offered at Staples!   
  
Staples is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, age, sex, sexual orientation, gender identity, national origin, protected veteran status, disability, or any other basis protected by federal, state, or local law."
Coordination Center Officer,Transportation Security Administration,"Austin, TX, USA",Inputting incident report **data** using various systems such as PARIS. Assisting senior employees or supervisor in preparing reports and briefings on issues related to significant **security** incidents ...
