title,company,location,description
Security Intern,Urbane Security,"Chicago, IL","### **Description**


Looking to grow in the security field? Have a passion and drive that goes beyond your education?


Urbane is seeking the most talented, driven, and intelligent interns to help our Security Services teams secure the largest and most interesting organizations, platforms, and products in the world. From large-scale cloud platforms to the newest mobile applications; global financial processing to regional healthcare providers; cutting edge devops environments to traditional corporate enterprises - Urbane is called on to help organizations face unique, highly technical, and critical challenges.


In this role, you’ll assist the Security Services teams, which include both offensive and defensive, in performing security research, developing internal tools, and delivering on client engagements, ranging from security assessments to solution implementations. Given your expertise and drive, you’ll face diverse challenges and gain invaluable experience. You’ll have the opportunity to excel independently while having an expert team drive you to achieve your best and back you up with the diverse challenges you’ll face.


With Urbane you’ll have the power to make a difference and face real challenges: improving environments security, advising teams on the most effective ways to address the core security problems, and address real security problems. Challenges vary week to week and provide a wealth of experience.


Sound like an exciting challenge and a cause you can get behind? Read on.


### **Who You Are**


You should possess the following key character traits:


* Creative, out-of-the-box thinker who can leverage various domains of knowledge to create uniquely tailored tests and solutions for complex problems. You’re curious by nature, intrigued by how things work, and have an appetite to find weaknesses in their design and implementation.
* You’re passionate about technology and find entertainment in crazy personal projects (i.e., programming a USB Nerf gun and webcam to mess with your cat while you aren’t at home, building an enterprise-grade virtualization environment in your bedroom closet, or seeing how many neighbors think your “free” wifi is actually “free”).
* You prefer building, contributing, and leading over falling in line. You’re happy to take the initiative in building a tool or resource that makes everyone’s lives easier.
* A desire to stay current with the latest technologies, attacks, and hardening strategies. You’re a regular online reader of blogs and social media for the latest in security, enjoy good conference talks, and/or contribute to interesting projects.
* Highly organized and detail-oriented with the ability to independently prioritize multiple projects while still balancing personal goals. You recognize when you need help, and aren’t afraid to ask for it.
* Driven personality, with a desire to continuously improve, put in the hours, and deliver. You take pride in your work, and you want it to be the best you can do.
* Have a strong ethical compass and an understanding of ethics in business and information security. You’ll respect scope limitations, clean up after your attacks, and never access or retain data that isn’t pertinent to the testing.
* Maintain a unique and independent identity, but respect other business’ culture, including dress apparel, level of formality, and work schedules. We maintain a startup-style culture internally, while presenting a clean, elevated, and refined image to the rest of the world.
* Currently a US citizen or other permanent US resident.
* Current residing in the Chicago-land area.

### **What You Have Done**


We care more about knowledge drive over pieces of paper to serve as proof. As such, we’re looking for the following:


* Currently pursuing a degree in a technical computer field, including, but not limited to, defensive security, offensive security, network technologies, software development, and information systems.
* Have a technical knowledge and understanding of mixed-technology environments, include diverse operating systems, network hardware, web application languages, administration technologies, authentication mechanisms, and cloud platforms.
* Developed or modified tools in scripting languages, such as Go, Ruby, Python, Perl, or Java.
* Have learned the core fundamentals of computers, all the way down to protocol stacks.
* Paid enough attention in English class to write good (or is it well?).

### **What We Prefer (but do not require)**


* Are active in industry groups (e.g., OWASP, DEF CON Groups, City-Sec Meetups, or other security meetups) and/or conferences (e.g., DEFCON, ShmooCon, Summercon, DerbyCon, THOTCON, BSides, BlackHat, etc.).
* Web application development experience in backend (PHP, Ruby, Python) and UI (HTML5/Javascript) to create multi-user interfaces to security tools.
* Have performed independent research, testing, or tool development on security issues out of curiosity.
* You prefer the words “information security” or “computer security” over “cyber”.

### **Who Is Urbane?**


Founded in 2009 and headquartered in the land of da Bears, da Bulls, da Delays at O'Hare, and winters leaving you wondering why you haven't moved yet, Urbane is an information security firm focused on elevating the level of security and compliance through uniquely tailored highly-technical engagements. Engaging with a wide array of customers from Fortune to start-ups, our portfolio is never without opportunity to challenge personal skillsets and grow within the organization.


### **What's In It For You?**


* Competitive hourly wage with flexible (but scheduled) hours.
* Training and professional development (yes, this includes conferences!).
* Captivating challenges, meaningful work, and ability to grow, both intellectually and within the company.

### **Up for the challenge?**


To apply to join the Urbane team, please email Join Us @ UrbaneSecurity.com with the following:


* **Email Subject containing the role you're applying for** in creating a sample email.
* **Current Resume** - Please attach your current resume **in PDF** outlining your expereince, skills, and knowledge.
* **Who are \_YOU\_** - Generic cover letters are boring and a guaranteed route to rejection. Introduce yourself to us and outline what makes you unique, skilled, or otherwise interesting. Bonus points for outlining your personal passions or projects (whether it be technology, coffee, music, cooking, travel, athletics, outdoors, crafting, aviation, sailing, or other).
* **What does it mean to you to be ""Urbane""** - Our team provides a top-tier level of delivery, both in technical abilities and in service. Briefly outline what you'll do to make your work ""Urbane"" in quality.

If you do not receive a response within two weeks, feel free to check in again with our team to ensure we received your application. All of us at Urbane look forward to hearing from you!"
"Intern, Information Security",Dar Group,"Chicago, IL, USA",Job Summary TYLin is seeking a 2024 Summer **Intern** to join our **Information** **Security** team. This opportunity is a hybrid role that can be based in either Chicago or St. Louis. During your internship you ...
REMOTE Recruiter of Internship Opportunities [Independent Contractor],Greenheart Exchange,"Chicago, IL, USA","* Type of Position: Temporary
* Start Date: ASAP
* Hours: Flexible - Independent Contractor
* Location: Remote. HQ: 742 N. LaSalle Dr. Ste 300, Chicago, IL 60654.

The Independent Contractor will be responsible for reaching out to organizations to secure internships or trainee placements. The intern/trainee will be placed for a period of 12-18 months in the below sectors:

 

* Business, Management, Commerce & Finance
* Sciences, Engineering, Architecture, Mathematics & Industrial
* Information Media & Communications
* Public Administration & Law
* Arts & Culture

 

Our ideal candidate is a highly skilled networker and comes with proven wide connections in their respective fields. The individual should be able to work on their own schedule and can perform under minimal supervision.

 

**Independent Contractor Duties and Responsibilities**

Program Details can be found online: https://greenheartexchange.org/host/host-intern-trainee/#/tab/eligibility

* Recruit Intern/Trainee position(s) with a host organization that meets the program requirements
* Explain the basics of the Intern and Trainee programs, as well as the host organization’s responsibilities
* Adhere to program guidelines screening for host organization eligibility
* Guide the host organization in developing the DS-7002 training plan
* The duration of this Independent Contractor project will last approximately thru 8/31/2023
* Invoice for payment

 

**Why Work Here?**

*“Help us create global leaders and promote cultural understanding!”*

 

**YOU CAN CHANGE THE WORLD!**

Greenheart International is a non-profit visa sponsor that connects people and planet through environmentalism, fair trade, social transformation and cross-cultural understanding. We are working to expand Greenheart’s offering of the Department of State’s BridgeUSA Intern and Trainee programs, which are cultural exchange programs using the J-1 non-immigrant visa. Since its inception in 1961, the program has served as a valuable and important diplomatic tool of U.S. foreign policy. Its mission – to increase mutual understanding between Americans and people of other countries – remain vital to U.S. national security and building people-to-people connections around the world. Internship and Training programs are designed to allow foreign college and university students, recent graduates, and foreign professionals to come to the United States to gain exposure to U.S. culture and to receive hands-on experience in U.S. business practices in their chosen occupational field.

 

***What Greenheart Has to Offer:***

* Placement payments: EARN as much as you place! ($400 per placement of an Intern/Trainee opportunity)
* Work at your own time
* Supportive team environment (We’re people people!)
* Initial training and ongoing support

 

***What Greenheart is Looking for in YOU***

 

**Successful Recruiters are:**

* Self-directed
* Well connected
* Compassionate
* Energetic
* Great at Networking
* Organized/Detail-Oriented
* Passionate about other cultures
* Have a desire to make a difference in their community/industry

**Requirements:**

* Home/Office: Internet access and phone
* Able to legally work in the U.S.

Compensation: $400 per placement of an Intern/Trainee opportunity

Employment Type: 1099 – Independent Contractor

 

**About Greenheart Exchange:**

Established in 1985, Greenheart Exchange is a non-profit international education exchange organization dedicated to the promotion of cultural understanding, academic development, environmental consciousness and world peace. Based in Chicago, Illinois, Greenheart organizes high school exchange, short-term group homestay, intern and trainee, work & travel in the U.S. and study, teach, volunteer, and language programs in over 30 countries around the world. In 2004, CCI adopted Greenheart as its environmental and social initiative. Greenheart connects people and planet through environmentalism, fair trade, social transformation and cross-cultural understanding."
"IT Intern - Security Analyst - Chicago, IL",James Hardie,"Chicago, IL, USA",... **intern** program. Over the course of our 10-12-week internship experience you will have the ... Review post-mortem and after-action **security** incident reports to identify or improve remediation ...
Information Security Intern,Kin Insurance,"Chicago, IL, USA","We welcome individuals with a strong interest in **information** **security** from diverse backgrounds to join Kin as an **Information** **Security** **Intern**. Reporting to the Sr. InfoSec Manager, you will assist in ..."
Network Intern (Summer 2024),Sargent & Lundy,"Chicago, IL, USA","Currently pursuing or recently completed a degree in Computer Science, **Information** Technology, or a ... Basic understanding of network **security** principles and best practices. \* Strong analytical and ..."
"Temporary Globus Labs Intern, Accelerate Team",The University of Chicago,"Chicago, IL, USA","As an **intern** with the Globus Labs team, the focus of this position will be to assist in the ... The University of Chicago's Annual **Security** & Fire Safety Report (Report) provides **information** ..."
Automation Engineering Intern,Baxter & Woodman,"Chicago, IL, USA","...  **IT infrast**ructure, radio/cellular telemetry, reporting, & data collection. Design documents ... being, financial **security**, and happiness. Concentric Integration is an equal opportunity ..."
Technology Intern - Summer 2024,HNTB Corporation,"Chicago, IL, USA","... common **security** threats (e.g., phishing, malware, social engineering). - Understanding of ... Additional **Information** Click here for benefits **information**: HNTB Total Rewards Click here to learn ..."
"Pathways Intern (Administrative, Clerical and Office Services)",Social Security Administration,"Chicago, IL, USA",This position provides for the assignment of the incumbent to the Social **Security** Administration ... Providing Proof of Education or Substituting Education For **information** on providing proof of ...
Intern-Tech Support Associate,Metra,"Chicago, IL, USA",... the Social **Security** Administration. Requirements The **Intern** must be currently enrolled as a ... **I**T infrastructure track desirable. Must be 18 years or older; able to legally work in the United ...
"Intern - Information Technologies (IT) - Developers, Business Analysis, Security Operations - Summer",HNI Corporation,"Chicago, IL, USA","**HNI Corporation** is a global family of brands for the workplace and home dedicated to enhancing the spaces where we live, work, and gather. We pride ourselves on fostering an environment where we make a positive impact on others; upholding our beliefs in integrity, inclusion and belonging.

**What We Need:**

We are looking for Information Technology (IT) Interns to join our HNI team in Muscatine, Iowa during Summer 2024!

**What You Will Do:**HNI's IT summer internship program is a great opportunity for first-hand experience in your IT field of interest. You'll work on one or more projects that create value for our business partners. HNI's large, paid internship program includes exposure to leadership, professional development opportunities (Lunch and Learns, training, skill building workshops), support through a mentor relationship, volunteering, and social events! Company-paid apartment-style housing may also be available, based on student's geographic need and current housing capacity.  
  
Our interns are a key source of future talent for entry-level IT careers.  
  
**Internship positions may be in disciplines such as:**

* Business Analysis
* Infrastructure Operations & Support
* Information Security
* Database Administration
* IT Service Management & Process
* Workplace Technologies
* Application Development & Support

****What You Have:***** College student with a major in Computer Science, MIS, Software Engineering, Computer Engineering, or equivalent field. Junior-level coursework is preferred.
* Minimum 2.8 GPA
* Combination of relevant work experience, internships, or related activities (tutor, business fraternity, etc) preferred

**What You’re Good At:**  
* Strong technical acumen and desire for a career in IT
* Strong communication and relationship-building skills
* Able to develop alternative solutions and work well in individual and group problem solving situations
* Self-starter with high personal motivation and desire to take initiative and ownership



---

HNI Corporation (NYSE: HNI) is a manufacturer of workplace furnishings and building products, operating under two segments. The *workplace furnishings segment* is a leading global designer and provider of commercial furnishings, going to market under multiple unique brands. The *residential building products segment* is the nation’s leading manufacturer and marketer of hearth products.

As one of the larger employers in Iowa, HNI Corporation was recognized in 2018, 2019, and 2020 for the diversity of our Board of Directors and was named in 2020, 2021, and #6 in 2022 as one of America's Most Responsible Companies by Newsweek. 

How we act today protects how we live tomorrow. Check out our CSR Report here: https://www.hnicorp.com/social-responsibility

Diversity, equity, and inclusion (DEI), are not just core beliefs at HNI - they are operational imperatives. We value each other’s differences in experiences and ideas to solve problems and better serve our customers. Take a look at our DEI goals here: https://www.hnicorp.com/diversity-equity-and-inclusion

We offer Benefits on Day 1, including a new voluntary benefit, Daily Pay! To learn about all the benefits HNI has to offer visit www.HNIbenefits.com.

We also invite you to visit us at www.HNICorp.com to learn more!"
IT Cyber Security Intern,The Azek Company,"Chicago, IL, USA","This is a paid internship where you will report directly to the Chief **Information** **Security** Officer ... AZEK's summer **Intern** program runs from May 20th, 2024 - August 9th, 2024. Participants must be ..."
Summer Intern: Privacy,G2,"Chicago, IL, USA",About G2's **Intern** Program G2's **Intern** Program is back for its 4th amazing summer! You'll work ... We are looking for a self-motivated professional who will help support G2's **information** **security** ...
2025 Summer Intern - Information Technology,Loop Capital,"Chicago, IL, USA",Loop Capital's **Information** Technology department seeks a summer **intern** to assist with the **IT hel**p ... Basic Knowledge in **Information** **Security** Essentials Qualifications: \* Some courses or formal ...
IT Intern,Sidley Austin LLP,"Chicago, IL, USA","The **IT intern** should be a current undergraduate student who is ambitious about technology and ...  **I**T **Security**, or related IT discipline with an expected graduation date of June 2025 or later"
Operational Risk Intern [2024 Internship Program],DTCC,"Dallas, TX","**Are you ready to make an impact at DTCC?**

Do you want to work on innovative projects, collaborate with a dynamic and supportive team, and receive investment in your professional development? At DTCC, we are at the forefront of innovation in the financial markets. We're committed to helping our employees grow and succeed. We believe that you have the skills and drive to make a real impact. We foster a thriving internal community and are committed to creating a workplace that looks like the world that we serve.


**About our Internship Program:**

The Summer Internship Program is a unique and challenging 10-week experience for diverse, talented, high-performing individuals interested in different aspects of the financial and technology industry. Contingent upon business needs, performance and completion of degree, our internship serves as a pipeline to our full-time early-career program EDGE.


**What to expect as a DTCC Intern:**

* Access to senior leaders
* Workshops for skill-building and career development
* Participation in employee resource groups
* Team volunteering with local charities
* A sense of community
* Assigned a mentor throughout the summer
* A flexible/hybrid model of 3 days onsite and 2 days remote (onsite Tuesdays, Wednesdays and a third day unique to each team or employee).

**The impact you will have in this role** :


DTCC’s Risk Management teams work to protect the safety and soundness of our systems and are responsible for identifying, managing, measuring, and mitigating a spectrum of key risk types including credit, market, liquidity, systemic, operational and technology in all existing and new products, activities, processes, and systems. During this internship you’ll have the opportunity to work on the following:


* Support with Intranet Pages to align with company branding
* PRC Governance Administration support
* Operational Risk SharePoint compliance to comply with record retention activities

*\*NOTE: The Primary Responsibilities of this role are not limited to the details above. \**

**Qualifications:**

* Candidates must be working towards a bachelor’s degree in the following curriculums: Business, Cybersecurity, Computer Science, MIS, Technology Management, or any other related field
* Candidates must have authorization to work permanently in the US without the need for sponsorship (now or in the future)
* Candidates must have minimum of a 3.2 GPA to be considered

**Talents Needed for Success:**

* Must demonstrate superior analytical and communication skills
* Strong interest in the financial services industry, with previous internship experience a plus
* Analytical, problem-solving, and decision-making skills
* Solid communication, negotiation, and relationship management skill
* Knowledge of Excel including pivot tables, charts, and dashboards
* Project management, presentation development, influencing, and public speaking skills

*The salary range is indicative for roles at the same level within DTCC across all US locations. Actual salary is determined based on the role, location, individual experience, skills, and other considerations.* *We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, sex, gender, gender expression, sexual orientation, age, marital status, veteran status, or disability status. We will ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. Please contact us to request accommodation* *.*"
Technology Risk Intern,Federal Reserve Bank of Dallas,"Dallas, TX","Company
Federal Reserve Bank of Dallas
We are dedicated to serving the public by promoting a strong financial system and a healthy economy for all. These efforts take a team of dedicated individuals doing many different jobs. Together we’re creating a workplace where talented people can thrive, and we welcome your unique background and perspective to help present the best possible solutions for our partners.  

  

Location: #LI-Hybrid
ABOUT THE DALLAS FED:
At the Dallas Fed we serve the public by partnering with communities and businesses, promoting jobs and stable prices, and keeping your money safe and available. We welcome different perspectives, ideas, and experiences, and are committed to maintaining an inclusive and diverse culture. As part of the nation’s central bank, we are committed to improving the economy and our communities. Are you ready to make a difference?
Learn more about the Dallas Fed: www.dallasfed.org/fed.
ABOUT THE INTERNSHIP PROGRAM:
We offer paid, full-time summer internships for many majors, with fulfilling work and opportunities to grow. To help launch your career, we provide dedicated staff mentors. You’ll also learn from senior leaders and industry experts. As part of the Federal Reserve System, you’ll be connected to a professional network that spans the nation. You will begin in early June and will be based in the Dallas office.
Learn more about our internship program: www.dallasfed.org/internships.  

ABOUT YOUR TEAM:
The Technology Risk team is part of the Banking Supervision Department and conducts IT assessments and examinations of Financial Institutions (FI) and Service Providers (SP) under Reserve Bank supervisory authority, with the overall goal of protecting the nation’s financial system.
WHAT YOU’LL DO:* Conduct research and prepare reports on bank technology, digital payments, and cybersecurity emerging risks.
* Provide analytical support to examination teams reviewing IT and cybersecurity risk at banks and/or service providers.
* Review bank or service provider examination reports.
* Participate in supervisory and risk meetings and related organizational functions.
* Work with department management on special projects and other time-sensitive assignments.


WHAT YOU BRING:* Strong analytical and communication skills, both verbal and written
* Excellent interpersonal skills and the ability to effectively work in groups
* Good working knowledge of technology concepts and risk
* Proficient in software for documenting, organizing information, delivering presentations and processing data
* Exposure to audit, banking, or cybersecurity industry is preferable but not required
* A student pursuing a graduate degree in Information Systems, Computer Science, Cybersecurity or a related field is preferred
* Equivalent education and/or experience may be substituted for any of the above requirements


OUR BENEFITS:* Flexible hours
* Professional development opportunities
* Broader networking opportunities across District
* Downtown location with free parking
* 24/7 on-site fitness center (Houston, Dallas)
* On-site café and coffee shop


WORK HOURS:
Monday – Friday, 8:00 a.m. – 5:00 p.m. (40 hours/ week). Some additional hours may be required.
NOTES:
This position requires access to confidential supervisory information and/or FOMC information, which is limited to ""Protected Individuals"" as defined in the U.S. federal immigration law. Protected Individuals include, but are not limited to, U.S. citizens, U.S. nationals, and U.S. permanent residents who either are not yet eligible to apply for naturalization or who have applied for naturalization within the requisite timeframe. Candidates who are permanent residents may be eligible for the information access required for this position if they sign a declaration of intent to become a U.S. citizen and pursue a path to citizenship and meet other eligibility requirements. In addition, all candidates must undergo an enhanced background check and comply with all applicable information handling rules.
If you need special accommodations during your interview process, please notify your Talent Acquisition Consultant.*We are proud to be an equal opportunity employer*
Full Time / Part Time
Full time
Regular / Temporary
Temporary
Job Exempt (Yes / No)
No
Job Category
Internship
Work Shift
First (United States of America)*The Federal Reserve Banks believe that diversity and inclusion among our employees is critical to our success as an organization, and we seek to recruit, develop and retain the most talented people from a diverse candidate pool. The Federal Reserve Banks are committed to equal employment opportunity for employees and job applicants in compliance with applicable law and to an environment where employees are valued for their differences.*
Privacy Notice"
IT Intern,Rehrig Pacific Company,"Richardson, TX","Here at Rehrig Pacific, we are all about our people. Since 1913, our organization has focused on sustainable supply chain solutions while creating a culture and atmosphere where amazing people, like you, are celebrated for doing their best work. Rehrig Pacific has grown to meet the needs of our industry consumers across the country and internationally. We are constantly creating innovative solutions to transcend the new standards set forth by our customers. We find true fulfillment in helping others, both within the Rehrig Pacific family and in our communities. As servant leaders, we lead by example.


**SUMMARY**


This opportunity is for individuals currently enrolled in an accredited college or university, pursuing career opportunities in business-oriented Information Technology (IT). At Rehrig Pacific Company, the IT intern may take on one or more roles including application development and support, project management, and business requirement analysis and specification. The IT Intern will be assigned to one of Rehrig Pacific Company’s IT teams and will have an opportunity to gain experience with professional processes and practices, and will have a hands-on role in the team’s project and/or support activities.


**ESSENTIAL JOB DUTIES AND RESPONSIBILITIES**


* Provide effective and professional support for assigned issues - Leverage skills troubleshooting computer hardware, software, and networking knowledge to diagnose reported issues accurately and quickly, seeking to provide first contact resolution wherever possible. Be the first point of contact for all issues reported by site personel
* Regularly engage to develop relationships with functional leads – Build expertise on Ops-critical technologies deployed (such as RIMS, SCP, RFSmart, and others)
* Drive the globalization of IT knowledge – Identify opportunities to document end user steps to resolve or prevent issues
* Champion IT processes – Participate in broader IT team functions such as root cause analysis and change management to ensure effective adoption of core processes for Information Security and IT
* Participate in an on-call rotation for after-hours support of critical incidents – Be the first resource available to triage an identified critical incident, either resolving the issue or escalating to other teams to provide a timely resolution to the business
* Other duties as assigned


**RELATED COMPETENCIES**


* **Communication:** Clearing conveying information and ideas through a variety of media to individuals or groups in a manner that engaged the audience and help them understand and retain the message.
* **Collaboration:** Working effectively and cooperatively with others; establishing and maintaining good working relationships.
* **Technical/Professional Knowledge & Skills:** Having achieved a satisfactory level of technical and professional skills or knowledge in position-related areas; keeping up with current developments and trends in areas of expertise.


**PREFERRED QUALIFICATIONS**


* Ability to understand and apply basic software implementation methodology concepts
* Possess CompTIA A+ certification or equivalent certifications
* At least one year of hands-on experience in customer support


**MINIMUM QUALIFICATIONS, JOB SKILLS, ABILITIES**


* Proficient with Microsoft Office tools, Windows and macOS
* Able to maintain strict confidentiality and discretion
* Clear oral and verbal communication and listening skills
* Possess good analytical, problem solving and decision-making skills
* Willingness to learn and self-motivated
* Able to follow directions


**REQUIRED EDUCATION and/or EXPERIENCE**


* High school diploma, GED, or equivalent required
* Must be currently enrolled in an accredited college or university — information technology related field of study such as computer science, information science, computer engineering, software engineering preferred"
Summer 2024 - IT Audit Intern (Dallas),Armanino,"Dallas, TX","The Opportunity
Armanino is proud to be Among the top 20 Largest Firms in the Nation and one of the Best Places to Work. We have a community of resources that are ready and willing to support your ideas, build your skills and expand your professional network. We want you to integrate all aspects of your life with your career. At Armanino, we know you don’t check-out of life when you check-in at work. That’s why we’ve created a unique work environment where your passions, work, and family & friends can overlap. We want to help you achieve growth by giving you access to a network of smart and supportive people, willing to listen to your ideas.
You will gain hands-on experience working alongside professionals at all levels that will provide you with insight into the field of IT Audit. Your internship will give you the same exposure to Armanino as our associate-level hires, while participating in interactive and engaging programming! You will be exposed to fieldwork related to client engagements including System and Organization Controls (SOC) audits, IT General Controls support, HITRUST Cyber Security Framework, Cyber security Assessments, ISO Assessments, Sarbanes-Oxley, Internal Audits, and Agreed Upon Procedures engagements, and interact with clients to identify and resolve audit issues* 50% project work
* 10% client facing
* 20% internal meetings
* 10% continued learning
* 10% individual work

Summer Start Date: June 17, 2024
Job Responsibilities* Gain real-world exposure to IT audits, reviews, compilations, and projects
* Learn the client's platform structure and control environment to evaluate process risks, develop tests for key controls, write audit reports and determine effectiveness of controls
* Perform audits, reviews, compilations, and various audit and/or consulting engagements including ISO, Cybersecurity, SOC I, SOC II, etc.
* Interpret and analyze audit evidence, operational data and/or information systems and draw logical conclusions based on evidence submitted
* Participate in live interviews with C Suite clients to understand current state processes
* Know and apply specialized knowledge, for example, the rules, regulations, and code of ethics of the AICPA, and the AICPA, ISACA, IIA, and applicable state regulations


Requirements* Must be legally authorized to work in the United States without the need for employer sponsorship, now or at any time in the future

Preferred Qualifications* Current enrollment in a bachelor's or master’s program in business, accounting, finance, economics, information systems or equivalent and a graduation date between December 2024 – June 2025 strongly preferred

*Armanino LLP provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age,* *disability or genetics. In addition to federal law requirements, Armanino LLP complies with applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff,* *recall, transfer,* *leaves of absence, compensation and training.**Armanino LLP expressly prohibits any form of workplace harassment based on race, color, religion, gender, sexual orientation, gender identity or expression, national origin, age, genetic information, disability, or veteran status. Improper interference with the ability of Armanino LLP’s employees to perform their job duties may result in discipline up to and including discharge.**Certain states require us to disclose the pay range and benefits summary for job postings**.* *Compensation for this position: $31.00/hr**.**Armanino has a robust offering of benefits, including:** *Medical, dental, vision*
* *Generous PTO plan and paid sick time*
* *Flexible work arrangements*
* *401K with Profit Sharing*
* *Wellness program*
* *Generous parental leave*
* *11 paid holidays*

*For positions based in San Francisco, consistent with the SF Fair Chance Ordinance, an arrest and conviction record will not automatically disqualify a qualified applicant from consideration.**For Individuals who would be working within the City of Los Angeles, Armanino will consider for employment all qualified applicants, including those with criminal histories, in a manner consistent with the requirements of applicable state and local laws, including the City of Los Angeles’ Fair Chance Initiative for Hiring Ordinance.**To view our Consumer Notice at Collection for job applicants, please visit:* *https://www.armanino.com/terms/ccpa-employee-notice/*
#LI-SG1*Uniquely Armanino*"
Information Security Operations Intern - Summer 2024,Tyler Technologies,"Plano, TX","Tyler Technologies is looking for an Information Security Operations Intern to join our Corporate Security team this summer! If you are looking to grow your career with **challenging and meaningful work** that directly impacts our clients and communities, we offer a dynamic environment where employees **collaborate on engaged, innovative teams**.

* More than 7,000 employees and growing!
* A track record of developing careers while supporting work-life balance.
* Tyler encourages employees to think outside of the box, stay curious, build on their skills, and be the drivers of their careers.


The Information Security Operations Intern will experience the day-to-day of a successful Security Operations team.


**Responsibilities**

* Assist with ongoing projects and InfoSec team initiatives
* Assist with administration or maintenance of security tools and utilities
* Research and recommend options for new or improved technology
* Participate in enterprise-wide security training and events as needed
* Prepare and/or modify system and process documentation
* Assist with vulnerability management and remediation efforts
* Assist with phishing, malware, and other endpoint incident investigations

**Qualifications**
------------------

* Demonstrate strong writing skills
* Manage multiple task assignments with hard deadlines
* Work independently or with other team members having minimal management oversight
* Exposure to information security, risk assessment, or information technology
* Basic knowledge of server hardware and configurations
* Basic knowledge of networking
* Basic knowledge of operating systems
* Basic knowledge of directory services
* Basic knowledge of virtual machines
* Excellent problem-solving and analytical skills
* Excellent oral and written communication skills
* Ability to work effectively with a team of professionals on technical and business issues
* Basic understanding of information security standards, concepts, controls, testing techniques, and technical risk assessment
* Experience or training in technical writing and/or UX design preferred"
